CNTYVTD,VTDKEY,BidenD_24P_President,CornejoD_24P_President,LockeD_24P_President,LozadaD_24P_President,PerezD_24P_President,PhillipsD_24P_President,UygurD_24P_President,WilliamsonD_24P_President
"4391701",8102,72,1,1,2,1,1,0,5
"4391704",8103,74,0,1,2,0,1,0,4
"4391710",8104,60,1,1,1,2,3,0,6
"4391714",8105,305,6,5,6,2,7,5,20
"4391715",8106,90,1,3,2,1,3,1,3
"4391717",8107,104,1,0,1,3,3,2,9
"4391718",8108,103,0,1,2,0,1,0,9
"4391719",8109,109,1,1,0,1,2,1,5
"4391722",8110,32,0,1,1,0,0,1,1
"4391723",8111,214,2,7,3,2,15,0,14
"4391734",8112,273,4,14,4,5,10,8,27
"4391738",8113,5,0,0,0,0,0,0,0
"4391739",8114,3,0,0,0,0,0,0,0
"4391740",8115,0,0,0,0,0,0,0,0
"4391747",8116,0,0,0,0,0,0,0,0
"4391749",8117,0,0,0,0,0,0,0,0
"4391752",8118,0,0,0,0,0,0,0,0
"4391753",8119,0,0,0,0,0,0,0,0
"4391801",8120,0,0,0,0,0,0,0,0
"4391821",8121,0,0,0,0,0,0,0,0
"4391831",8122,204,1,2,4,3,5,2,19
"4391834",8123,54,0,0,1,1,0,0,1
"4391837",8124,98,0,0,2,2,2,1,11
"4391845",8125,119,4,3,1,1,3,9,5
"4391848",8126,87,2,1,0,3,5,2,6
"4392002",8127,0,0,0,0,0,0,0,0
"4392003",8128,61,1,0,0,1,1,0,5
"4392007",8129,128,0,0,2,2,2,1,7
"4392026",8130,120,0,3,1,2,3,1,5
"4392027",8131,25,1,0,0,0,0,0,2
"4392028",8132,52,1,0,1,0,1,0,1
"4392029",8133,112,0,1,2,2,4,4,8
"4392030",8134,140,4,3,4,2,1,8,12
"4392031",8135,206,5,4,0,1,6,2,14
"4392033",8136,84,1,0,1,3,3,0,4
"4392052",8137,95,1,1,2,4,4,4,12
"4392055",8138,125,1,0,0,0,0,0,7
"4392058",8139,1,0,0,0,0,0,0,0
"4392100",8140,18,0,0,0,2,1,1,0
"4392112",8141,78,0,1,1,0,3,0,6
"4392134",8142,20,0,0,1,0,1,0,0
"4392143",8143,27,0,1,2,0,0,1,2
"4392145",8144,55,3,0,2,2,2,2,3
"4392147",8145,70,0,0,2,0,1,0,2
"4392148",8146,91,2,1,2,3,2,2,11
"4392158",8147,138,1,0,2,2,1,7,3
"4392161",8148,46,2,0,1,1,6,2,18
"4392168",8149,69,0,0,1,1,2,0,2
"4392169",8150,6,0,0,0,0,0,2,0
"4392171",8151,139,1,1,4,0,2,0,10
"4392173",8152,39,0,0,0,0,3,0,4
"4392174",8153,129,3,1,2,1,3,2,6
"4392180",8154,90,1,0,3,5,5,1,10
"4392181",8155,188,4,0,1,0,1,4,9
"4392190",8156,7,0,0,0,0,1,0,0
"4392205",8157,135,2,3,0,2,5,3,11
"4392210",8158,31,0,1,2,2,2,0,4
"4392217",8159,140,3,1,2,5,0,5,11
"4392219",8160,168,1,0,0,2,3,2,6
"4392220",8161,150,0,0,1,2,4,5,14
"4392221",8162,128,2,1,1,0,4,0,5
"4392223",8163,61,0,1,4,1,2,0,5
"4392224",8164,67,1,1,1,0,4,3,6
"4392225",8165,32,1,1,1,1,2,2,5
"4392226",8166,69,2,3,0,1,5,0,7
"4392228",8167,139,1,1,1,1,1,0,5
"4392229",8168,115,0,0,1,0,2,1,4
"4392235",8169,93,2,1,6,3,2,4,8
"4392246",8170,98,0,2,1,1,1,2,2
"4392258",8171,33,1,0,0,0,2,1,1
"4392262",8172,54,0,0,0,1,3,0,4
"4392263",8173,41,1,0,1,6,1,2,3
"4392266",8174,136,3,1,2,1,5,1,15
"4392267",8175,75,2,1,1,2,5,1,4
"4392268",8176,79,2,1,1,1,3,0,3
"4392269",8177,18,0,1,1,1,1,0,3
"4392274",8178,0,0,0,0,0,0,0,0
"4392275",8179,63,1,2,0,2,1,0,5
"4392280",8180,91,1,0,0,0,2,3,5
"4392281",8181,95,0,0,3,0,0,3,8
"4392299",8182,169,1,2,2,1,1,0,7
"4392302",8183,56,3,1,3,1,2,2,6
"4392303",8184,131,0,1,2,2,3,2,2
"4392304",8185,125,4,1,1,1,2,6,5
"4392305",8186,109,0,1,0,2,1,1,4
"4392306",8187,93,0,0,1,2,2,2,6
"4392307",8188,217,0,2,7,1,4,10,6
"4392308",8189,181,0,0,1,2,3,1,5
"4392309",8190,33,2,0,3,1,0,1,5
"4392310",8191,88,1,1,2,1,0,0,5
"4392313",8192,116,3,2,0,4,0,1,2
"4392314",8193,178,0,1,1,2,4,2,6
"4392315",8194,77,1,1,2,1,2,2,3
"4392316",8195,117,0,1,2,0,2,6,7
"4392317",8196,85,0,0,1,0,1,3,4
"4392318",8197,57,1,0,1,2,2,0,4
"4392319",8198,129,4,3,1,2,4,2,8
"4392320",8199,84,0,2,1,0,2,2,9
"4392341",8200,27,0,0,1,1,1,1,1
"4392349",8201,148,0,5,1,1,3,3,9
"4392353",8202,67,0,1,0,2,0,2,3
"4392354",8203,98,1,2,4,2,0,1,7
"4392355",8204,70,0,1,1,2,1,6,4
"4392356",8205,160,3,3,3,3,3,2,21
"4392357",8206,159,0,2,0,2,3,3,9
"4392358",8207,112,3,1,2,1,2,2,5
"4392360",8208,146,2,3,2,2,2,6,7
"4392379",8209,271,4,5,4,1,6,1,19
"4392381",8210,15,0,1,0,0,1,0,5
"4392383",8211,138,2,2,5,3,0,2,7
"4392393",8212,18,1,1,0,0,0,0,1
"4392401",8213,16,0,0,0,0,0,0,1
"4392402",8214,0,0,0,0,0,0,0,0
"4392403",8215,1,0,0,0,0,0,0,0
"4392405",8216,130,3,5,1,2,1,2,8
"4392411",8217,13,0,1,0,0,1,0,3
"4392413",8218,44,0,0,0,0,2,2,6
"4392419",8219,0,0,0,0,0,0,0,0
"4392425",8220,192,0,3,4,0,3,6,17
"4392426",8221,104,0,1,2,1,1,1,5
"4392428",8222,22,0,1,0,1,0,0,1
"4392435",8223,159,0,1,4,3,7,4,7
"4392438",8224,186,4,1,4,2,3,1,14
"4392442",8225,244,0,3,4,2,3,10,15
"4392448",8226,194,3,2,5,1,2,3,13
"4392449",8227,85,0,1,1,0,2,0,2
"4392450",8228,122,1,4,0,1,2,2,8
"4392451",8229,4,0,0,0,0,0,0,0
"4392453",8230,171,2,2,0,0,3,2,8
"4392461",8231,86,1,1,2,4,2,3,3
"4392462",8232,110,1,0,1,0,2,0,3
"4392464",8233,22,0,1,1,0,1,2,2
"4392466",8234,101,3,2,3,2,1,1,5
"4392467",8235,146,3,2,4,0,1,4,9
"4392468",8236,144,4,0,3,1,9,2,6
"4392474",8237,15,1,0,0,0,0,0,1
"4392484",8238,152,2,1,3,1,1,6,14
"4392488",8239,165,1,4,2,2,1,6,12
"4392505",8240,56,0,0,0,0,4,0,5
"4392506",8241,139,1,0,1,0,1,1,9
"4392513",8242,0,0,0,0,0,0,0,0
"4392519",8243,76,0,0,2,1,0,0,2
"4392520",8244,119,1,2,3,3,1,1,8
"4392521",8245,69,0,2,1,2,2,0,4
"4392522",8246,143,1,1,1,3,5,3,11
"4392523",8247,181,3,3,3,3,9,3,8
"4392524",8248,80,1,0,1,0,1,1,2
"4392525",8249,168,0,1,2,4,3,3,11
"4392535",8250,209,1,0,4,1,6,1,10
"4392536",8251,126,1,2,1,0,0,2,7
"4392537",8252,54,0,2,0,1,1,0,7
"4392541",8253,169,0,3,0,7,3,0,6
"4392546",8254,2,0,0,0,0,0,0,0
"4392548",8255,68,0,0,0,0,2,0,1
"4392553",8256,86,0,1,0,3,1,1,6
"4392556",8257,126,0,0,1,1,5,2,4
"4392557",8258,96,1,2,1,1,0,1,6
"4392561",8259,0,0,0,0,0,0,0,0
"4392569",8260,1,0,0,0,0,0,0,0
"4392571",8261,0,0,0,0,0,0,0,0
"4392581",8262,140,0,1,0,1,4,2,8
"4392600",8263,0,0,0,0,0,0,0,0
"4392601",8264,0,0,0,0,0,0,0,0
"4392606",8265,2,0,0,0,0,0,0,1
"4392609",8266,0,0,0,0,0,0,0,0
"4392612",8267,0,0,0,0,0,0,0,0
"4392613",8268,127,0,3,1,2,3,5,12
"4392614",8269,58,0,0,2,0,1,0,1
"4392616",8270,6,0,0,0,0,0,0,0
"4392618",8271,7,0,0,0,0,0,0,0
"4392635",8272,96,2,1,0,1,4,10,8
"4392636",8273,108,2,0,1,0,3,1,9
"4392643",8274,91,0,3,2,1,0,0,5
"4392644",8275,326,0,5,7,1,6,2,16
"4392645",8276,108,0,0,0,1,1,0,6
"4392655",8277,38,0,0,2,0,1,0,5
"4392656",8278,2,0,0,0,0,0,0,0
"4392657",8279,0,0,0,0,0,0,0,0
"4392658",8280,19,2,0,0,1,2,0,1
"4392659",8281,1,0,0,0,0,0,0,0
"4392660",8282,7,0,0,0,0,0,0,2
"4392670",8283,10,0,1,0,0,0,0,0
"4392673",8284,0,0,0,0,0,0,0,0
"4392675",8285,0,0,0,0,0,0,0,0
"4392680",8286,0,0,0,0,0,0,0,0
"4392681",8287,0,0,0,0,0,0,0,0
"4392697",8288,223,5,4,1,2,7,8,10
"4392699",8289,385,5,6,4,2,10,2,16
"4392708",8290,148,0,1,2,0,3,1,5
"4392712",8291,161,1,1,4,4,4,1,8
"4392721",8292,145,3,0,3,4,2,3,7
"4392726",8293,140,0,2,1,4,4,4,5
"4392727",8294,33,0,0,0,0,2,0,2
"4392731",8295,118,2,1,2,0,0,5,6
"4392741",8296,3,0,0,0,0,0,0,0
"4392742",8297,14,1,0,0,0,1,5,2
"4392743",8298,0,0,0,0,0,0,0,0
"4392744",8299,16,0,0,0,0,1,0,5
"4392745",8300,16,0,0,0,1,0,1,3
"4392746",8301,54,0,1,1,0,1,4,5
"4392748",8302,0,0,0,0,0,0,0,0
"4392751",8303,0,0,0,0,0,0,0,0
"4392755",8304,0,0,0,0,0,0,0,0
"4392775",8305,0,0,0,0,0,0,0,0
"4392827A",8306,0,0,0,0,0,0,0,0
"4392827B",8307,0,0,0,0,0,0,0,0
"4392835",8308,92,1,1,1,0,0,0,3
"4392838",8309,135,0,1,1,2,4,4,8
"4392839",8310,141,2,1,2,4,1,2,11
"4392840",8311,118,0,1,1,3,2,3,5
"4392843",8312,132,1,3,1,1,0,3,7
"4393032",8313,81,0,1,0,0,1,1,4
"4393035",8314,219,2,1,1,2,4,0,8
"4393036",8315,97,0,2,3,4,1,0,11
"4393037",8316,160,1,0,1,1,2,6,3
"4393038",8317,140,2,1,0,3,6,1,11
"4393039",8318,32,0,0,1,0,5,1,5
"4393040",8319,105,1,2,1,1,3,0,6
"4393041",8320,83,2,2,3,1,4,4,5
"4393043",8321,50,1,0,0,0,0,0,3
"4393049",8322,130,2,1,1,0,2,1,7
"4393054",8323,130,1,0,4,2,2,3,6
"4393063",8324,77,0,2,1,0,2,1,4
"4393072",8325,84,0,1,2,1,4,2,7
"4393114",8326,108,1,1,0,2,1,2,10
"4393131",8327,55,0,2,1,2,1,1,6
"4393139",8328,54,1,2,0,0,1,0,4
"4393140",8329,65,1,0,0,0,0,1,3
"4393152",8330,2,0,0,0,0,0,0,0
"4393156",8331,69,0,1,1,1,2,2,3
"4393157",8332,90,1,0,1,2,3,0,7
"4393160",8333,99,4,1,2,4,1,6,8
"4393164",8334,57,0,0,2,0,2,1,9
"4393166",8335,97,2,0,1,0,1,1,3
"4393172",8336,106,2,2,3,0,2,2,9
"4393176",8337,157,2,0,4,1,5,0,8
"4393177",8338,82,0,1,0,1,4,0,5
"4393183",8339,138,6,3,4,5,4,9,8
"4393185",8340,0,0,0,0,0,0,0,0
"4393187",8341,37,1,1,1,0,1,0,3
"4393192",8342,54,1,0,0,0,1,0,1
"4393193",8343,131,0,0,1,0,2,1,6
"4393194",8344,59,1,2,4,0,1,0,4
"4393196",8345,99,1,0,1,0,2,0,4
"4393200",8346,133,3,1,1,1,1,2,13
"4393209",8347,164,1,0,3,1,3,0,4
"4393212",8348,105,0,1,3,2,6,2,5
"4393213",8349,97,0,2,1,0,1,0,6
"4393214",8350,97,2,0,0,3,2,0,7
"4393215",8351,98,1,0,0,1,2,4,7
"4393216",8352,178,4,3,4,1,5,3,5
"4393240",8353,125,3,1,5,1,5,1,10
"4393247",8354,67,0,1,2,2,1,2,6
"4393248",8355,192,1,2,2,1,6,1,4
"4393249",8356,186,2,2,1,1,5,7,11
"4393254",8357,103,0,4,2,1,2,2,9
"4393260",8358,75,0,0,2,1,4,0,7
"4393282",8359,86,1,1,1,1,1,3,3
"4393283",8360,81,2,0,3,0,1,3,4
"4393286",8361,8,0,0,0,0,0,0,0
"4393287",8362,84,0,4,5,1,5,3,7
"4393289",8363,78,2,0,0,2,3,1,3
"4393321",8364,145,0,1,3,1,4,3,5
"4393322",8365,121,0,0,1,2,9,1,3
"4393323",8366,106,0,1,1,0,4,2,6
"4393324",8367,76,1,0,2,2,4,1,10
"4393325A",8368,26,0,0,2,0,1,0,0
"4393325B",8369,0,0,0,0,0,0,0,0
"4393326",8370,38,1,0,1,0,1,2,3
"4393327",8371,105,0,0,1,0,1,2,2
"4393329",8372,135,1,2,9,4,2,7,13
"4393330",8373,63,0,0,1,0,1,1,3
"4393331",8374,97,0,1,0,0,2,2,1
"4393332",8375,101,0,2,1,1,4,2,6
"4393333",8376,247,0,2,1,1,3,1,11
"4393334",8377,111,1,1,0,1,3,7,12
"4393335",8378,123,1,3,2,1,2,2,5
"4393336",8379,146,1,1,2,4,4,14,20
"4393359",8380,72,0,0,0,1,0,1,3
"4393361",8381,140,1,2,2,0,1,1,6
"4393363",8382,37,1,0,0,0,1,0,1
"4393364",8383,57,1,0,1,3,2,0,7
"4393365",8384,134,4,0,2,0,3,5,4
"4393367",8385,103,4,2,2,0,3,2,4
"4393368",8386,44,0,0,0,2,3,0,3
"4393372",8387,99,2,1,4,2,2,0,8
"4393384",8388,96,1,1,2,2,1,3,3
"4393385",8389,191,2,0,2,0,5,4,6
"4393386",8390,79,1,0,0,0,1,1,1
"4393387",8391,94,1,1,0,1,1,0,4
"4393389",8392,191,4,2,0,0,4,12,15
"4393390",8393,182,0,0,1,0,3,13,8
"4393391",8394,106,1,1,3,3,5,2,5
"4393392",8395,75,1,1,0,2,1,0,5
"4393396",8396,180,0,0,1,2,7,2,12
"4393398",8397,61,1,1,2,2,2,1,6
"4393406",8398,0,0,0,0,0,0,0,0
"4393409",8399,0,0,0,0,0,0,0,0
"4393417",8400,69,1,1,0,0,2,2,4
"4393421",8401,44,0,0,0,0,3,1,4
"4393422",8402,56,0,0,0,0,5,1,5
"4393433",8403,27,0,0,0,1,1,0,1
"4393443",8404,130,1,0,0,1,4,1,7
"4393446",8405,0,0,0,0,0,0,0,0
"4393447",8406,0,0,0,0,0,0,0,0
"4393465",8407,149,1,0,1,2,5,3,5
"4393469",8408,102,0,0,0,1,4,0,7
"4393470",8409,5,0,0,0,0,0,0,0
"4393471",8410,72,0,0,1,0,0,0,2
"4393486",8411,137,0,0,2,1,5,2,8
"4393500",8412,13,0,0,0,0,0,0,1
"4393502",8413,52,0,0,0,1,3,0,3
"4393507",8414,90,2,1,4,2,5,0,6
"4393509",8415,58,0,1,1,1,1,2,9
"4393510",8416,113,1,1,0,0,1,3,5
"4393511",8417,155,3,2,1,0,7,4,9
"4393516",8418,120,3,0,0,1,1,0,4
"4393517",8419,95,2,0,1,1,1,2,9
"4393526",8420,41,0,0,0,0,1,0,2
"4393527",8421,80,0,3,2,1,6,3,7
"4393529",8422,60,0,0,1,0,1,8,5
"4393530",8423,143,2,1,1,0,2,5,6
"4393538",8424,110,1,0,0,2,4,4,5
"4393539",8425,0,0,0,0,0,0,0,0
"4393542",8426,114,1,0,0,1,3,1,6
"4393545",8427,60,1,0,0,1,0,1,3
"4393552",8428,84,2,2,1,1,0,2,8
"4393554",8429,123,1,1,4,0,4,1,7
"4393558",8430,98,0,0,0,0,2,0,9
"4393560",8431,0,0,0,0,0,0,0,0
"4393562",8432,4,0,0,0,0,0,0,0
"4393566",8433,0,0,0,0,0,0,0,0
"4393567",8434,44,0,0,2,1,0,2,6
"4393570",8435,85,1,0,2,1,5,3,5
"4393574",8436,29,0,0,0,1,2,0,3
"4393575",8437,0,0,0,0,0,0,0,0
"4393579",8438,34,0,0,0,0,0,0,2
"4393580",8439,0,0,0,0,0,0,0,0
"4393582",8440,0,0,0,0,0,0,0,0
"4393583",8441,0,0,0,0,0,0,0,0
"4393584",8442,0,0,0,0,0,0,0,0
"4393585",8443,0,0,0,0,0,0,0,0
"4393590",8444,0,0,0,0,0,0,0,0
"4393624",8445,10,0,0,0,0,0,5,0
"4393626",8446,39,0,0,0,0,1,0,1
"4393637",8447,91,2,0,3,1,4,1,9
"4393646",8448,76,0,0,1,1,2,0,10
"4393647",8449,141,2,4,1,3,3,3,13
"4393648",8450,116,1,2,2,3,2,3,5
"4393653",8451,0,0,0,0,0,0,0,0
"4393654",8452,0,0,0,0,0,0,0,0
"4393661",8453,0,0,0,0,0,0,0,0
"4393663",8454,0,0,0,0,0,0,0,0
"4393664",8455,0,0,0,0,0,0,0,0
"4393665",8456,1,0,0,0,0,0,0,0
"4393667",8457,2,1,0,0,0,0,0,0
"4393668",8458,8,0,0,0,0,1,0,2
"4393669",8459,0,0,0,0,0,0,0,0
"4393671",8460,17,1,1,0,0,0,0,2
"4393695",8461,107,0,1,1,1,0,2,10
"4393696",8462,130,1,1,2,0,3,3,5
"4393698",8463,136,1,0,1,3,7,2,8
"4393700",8464,46,2,1,1,0,2,1,4
"4393706",8465,79,0,0,3,1,2,2,3
"4393709",8466,46,1,1,0,0,2,1,2
"4393716",8467,94,1,1,2,1,1,4,9
"4393720",8468,72,0,0,1,1,4,0,4
"4393725",8469,94,0,1,0,1,1,1,6
"4393728",8470,54,0,0,1,0,4,5,3
"4393729",8471,20,1,0,0,1,0,0,1
"4393732",8472,45,0,1,0,0,1,0,2
"4393735",8473,42,0,1,0,0,0,0,1
"4393750",8474,0,0,0,0,0,0,0,0
"4393757",8475,0,0,0,0,0,0,0,0
"4393759",8476,0,0,0,0,0,0,0,0
"4393822",8477,0,0,0,0,0,0,0,0
"4393826",8478,0,0,0,0,0,0,0,0
"4393841",8479,64,0,3,1,1,1,2,8
"4393842",8480,78,0,0,0,0,2,2,3
"4393847",8481,59,1,0,2,3,0,1,8
"4393850",8482,96,0,1,3,3,2,1,4
"4394006",8483,43,1,1,2,0,3,2,6
"4394016",8484,135,2,0,4,1,2,1,3
"4394017",8485,76,1,1,2,5,1,0,7
"4394018",8486,27,0,0,0,1,0,0,3
"4394020",8487,28,3,0,1,2,2,3,2
"4394042",8488,25,2,0,0,0,2,1,1
"4394044",8489,94,0,1,4,3,5,0,15
"4394045",8490,69,0,0,1,0,0,1,9
"4394046",8491,52,1,0,0,4,1,3,4
"4394047",8492,70,0,0,1,2,1,0,8
"4394048",8493,20,1,0,2,2,0,0,0
"4394050",8494,60,0,0,1,4,3,0,5
"4394051",8495,0,0,0,0,1,0,0,0
"4394053",8496,36,1,0,0,4,0,0,1
"4394057",8497,152,1,2,0,0,2,2,3
"4394060",8498,212,1,1,1,5,1,3,14
"4394065",8499,45,0,0,1,1,1,0,2
"4394067",8500,52,0,0,5,7,4,0,2
"4394068",8501,19,1,0,3,2,0,1,1
"4394069",8502,85,0,0,1,0,1,0,1
"4394070",8503,152,0,0,2,3,6,2,9
"4394073",8504,14,1,0,1,0,3,0,1
"4394077",8505,23,0,0,0,1,1,0,2
"4394086",8506,123,1,0,0,1,3,1,2
"4394087",8507,16,2,0,2,3,2,1,3
"4394091",8508,59,0,0,1,0,4,1,6
"4394092",8509,23,3,1,2,3,0,0,1
"4394093",8510,55,3,0,2,5,2,0,0
"4394096",8511,127,2,1,1,0,0,1,4
"4394097",8512,55,2,0,0,4,0,1,1
"4394101",8513,42,1,1,1,1,2,1,6
"4394102",8514,24,0,1,0,0,0,0,1
"4394107",8515,13,0,0,0,4,2,0,0
"4394110",8516,67,2,1,2,7,1,2,4
"4394113",8517,18,0,1,0,0,1,0,0
"4394115",8518,10,0,0,0,0,0,0,0
"4394116",8519,174,0,0,3,0,0,1,4
"4394118",8520,62,1,0,2,0,0,0,8
"4394121",8521,66,6,1,2,0,5,0,5
"4394122",8522,30,3,0,4,6,0,1,3
"4394123",8523,34,1,0,0,7,0,0,2
"4394124",8524,105,0,1,1,1,2,2,11
"4394125",8525,12,0,1,0,0,2,0,1
"4394128",8526,70,6,2,0,1,4,2,8
"4394129",8527,65,0,0,0,0,0,0,2
"4394130",8528,152,0,0,1,0,3,0,5
"4394135",8529,65,2,1,2,2,2,2,5
"4394136",8530,86,1,2,2,5,0,2,5
"4394137",8531,69,0,1,0,0,1,0,2
"4394138",8532,9,0,0,2,2,0,2,3
"4394141",8533,70,0,0,0,0,3,0,3
"4394144",8534,56,0,0,0,2,2,0,2
"4394155",8535,46,3,1,5,5,2,2,2
"4394159",8536,32,2,0,0,0,3,0,1
"4394162",8537,11,0,0,0,1,0,0,1
"4394163",8538,101,1,0,0,0,2,1,2
"4394178",8539,132,5,1,1,3,0,2,4
"4394179",8540,50,3,2,0,1,1,2,5
"4394182",8541,186,1,0,1,2,6,1,5
"4394191",8542,36,1,0,2,1,2,1,4
"4394195",8543,26,4,0,4,6,1,0,4
"4394201",8544,38,3,0,3,4,2,0,2
"4394202",8545,51,2,0,2,8,0,3,4
"4394203",8546,72,2,2,2,1,6,2,11
"4394204",8547,109,2,1,3,2,0,1,6
"4394218",8548,26,2,0,1,3,0,1,0
"4394222",8549,34,2,0,5,5,0,0,2
"4394230",8550,196,2,2,2,3,5,3,11
"4394231",8551,34,4,1,2,3,1,1,2
"4394232",8552,60,2,0,0,1,2,0,5
"4394233",8553,73,5,1,2,1,2,2,7
"4394234",8554,138,1,2,0,2,4,5,9
"4394239",8555,1,0,0,0,0,0,0,0
"4394242",8556,21,0,0,0,1,0,0,4
"4394243",8557,95,1,0,2,0,2,2,8
"4394245A",8558,3,0,0,0,1,0,0,0
"4394245B",8559,0,0,0,0,0,0,0,0
"4394250",8560,96,0,0,2,1,4,3,2
"4394252",8561,75,1,0,2,2,0,0,8
"4394253",8562,30,0,0,2,0,1,0,3
"4394256",8563,9,0,0,0,1,0,0,4
"4394259",8564,51,0,0,0,0,1,0,5
"4394261",8565,121,1,0,2,4,3,2,9
"4394272",8566,18,0,0,0,1,0,0,2
"4394276",8567,83,1,4,1,5,6,1,3
"4394284",8568,9,1,0,0,0,0,0,3
"4394285",8569,9,1,1,1,1,1,1,1
"4394288",8570,5,0,1,0,2,0,0,1
"4394290",8571,47,2,1,3,6,2,2,8
"4394312",8572,7,0,0,0,0,0,0,0
"4394328",8573,39,2,0,1,2,0,0,5
"4394338",8574,81,1,2,2,0,3,2,6
"4394340",8575,61,1,0,0,2,2,0,5
"4394342",8576,160,0,3,2,2,1,0,4
"4394343",8577,103,2,0,0,1,4,2,3
"4394344",8578,94,0,0,0,0,1,1,0
"4394350",8579,132,0,0,0,0,2,0,8
"4394362",8580,0,0,0,0,0,0,0,0
"4394369",8581,177,1,1,4,5,7,0,5
"4394370",8582,0,0,0,0,0,0,0,0
"4394371",8583,42,3,0,0,2,1,0,4
"4394373",8584,4,0,1,0,0,0,0,0
"4394374",8585,115,2,2,2,2,4,1,18
"4394375",8586,106,2,0,2,2,0,1,6
"4394395",8587,15,0,0,0,0,0,0,1
"4394397",8588,17,2,0,0,0,0,1,0
"4394399",8589,3,0,0,0,0,0,0,0
"4394400",8590,7,0,0,1,1,0,0,0
"4394410",8591,123,1,0,3,1,3,2,7
"4394429",8592,77,0,0,0,2,2,0,6
"4394432",8593,3,0,0,0,0,1,0,0
"4394452",8594,106,1,1,1,1,3,6,3
"4394454",8595,91,0,1,1,1,2,3,4
"4394456",8596,63,0,1,0,0,1,0,2
"4394458",8597,1,0,0,0,0,0,0,0
"4394475",8598,10,0,0,0,0,1,0,0
"4394478",8599,0,0,0,0,0,0,0,0
"4394480",8600,34,0,0,0,0,1,0,2
"4394483",8601,0,0,0,0,0,0,0,0
"4394485",8602,1,0,0,0,0,0,0,0
"4394487",8603,0,0,0,0,0,0,0,0
"4394492",8604,41,1,1,0,1,2,1,4
"4394493",8605,109,0,0,3,1,2,0,8
"4394494",8606,5,1,0,0,0,0,0,1
"4394495",8607,8,0,0,1,0,0,0,0
"4394496",8608,37,0,0,2,0,1,1,0
"4394497",8609,91,1,2,1,2,4,2,4
"4394498",8610,34,0,0,0,0,1,0,0
"4394499",8611,46,2,1,0,1,0,0,1
"4394503",8612,28,1,0,0,0,0,0,5
"4394508",8613,151,6,3,3,7,6,1,8
"4394512",8614,0,0,0,0,0,0,0,0
"4394528",8615,147,1,1,4,4,4,0,12
"4394531",8616,86,1,0,1,2,0,1,5
"4394532",8617,34,0,0,0,0,0,0,2
"4394533",8618,37,1,0,2,0,0,0,5
"4394534",8619,114,1,0,4,2,7,1,8
"4394540",8620,101,2,2,1,1,6,5,6
"4394551",8621,82,1,2,1,2,3,3,5
"4394563",8622,0,0,0,0,0,0,0,0
"4394565",8623,1,0,0,0,0,0,0,0
"4394568",8624,4,0,0,0,0,0,0,0
"4394572",8625,8,0,0,0,0,0,0,0
"4394573",8626,0,0,0,0,0,0,0,0
"4394587",8627,11,0,0,1,1,1,0,1
"4394588",8628,190,2,1,1,1,3,5,8
"4394591",8629,88,2,1,2,3,2,0,8
"4394592",8630,0,0,0,0,0,0,0,0
"4394593",8631,11,0,0,1,4,1,2,2
"4394595",8632,0,0,0,1,0,0,0,0
"4394596",8633,3,0,0,1,1,0,0,0
"4394599",8634,84,0,0,0,1,3,0,6
"4394602",8635,0,0,0,0,0,0,0,0
"4394604",8636,0,0,0,0,0,0,0,0
"4394615",8637,0,0,0,0,0,0,0,0
"4394620",8638,2,0,0,0,0,0,0,1
"4394629",8639,0,0,0,0,0,0,0,0
"4394630",8640,0,0,0,0,0,0,0,0
"4394632",8641,0,0,0,0,0,0,0,0
"4394634",8642,45,0,1,0,0,4,3,5
"4394638",8643,46,0,1,0,0,4,1,1
"4394640",8644,26,1,1,0,0,0,0,4
"4394649",8645,78,0,1,3,1,1,1,6
"4394650",8646,142,1,2,3,3,6,14,8
"4394666",8647,0,0,0,0,0,0,0,0
"4394682",8648,10,1,0,0,0,1,0,0
"4394683",8649,0,0,0,0,0,0,0,0
"4394685",8650,0,0,0,0,0,0,0,0
"4394686",8651,0,0,0,0,0,0,0,0
"4394687",8652,5,0,0,0,2,0,0,0
"4394689",8653,5,1,0,0,0,0,0,1
"4394694",8654,80,3,1,2,1,3,2,8
"4394702",8655,67,1,0,2,2,0,3,3
"4394703",8656,68,0,1,2,5,6,5,7
"4394705",8657,72,0,1,1,2,0,0,1
"4394707",8658,41,0,1,2,1,3,1,4
"4394711",8659,60,0,2,1,2,1,0,0
"4394713",8660,148,0,3,3,4,4,1,13
"4394724",8661,13,0,0,0,0,1,0,1
"4394730",8662,112,2,2,1,1,4,1,3
"4394733",8663,64,0,1,2,0,5,0,2
"4394736",8664,34,0,1,0,0,1,0,3
"4394737A",8665,59,1,0,2,1,4,0,4
"4394737B",8666,1,0,0,0,0,0,0,0
"4394820",8667,0,0,0,0,0,0,0,0
"4394829",8668,34,1,1,0,0,4,0,2
"4394830",8669,40,1,0,0,1,0,0,0
"4394832",8670,32,1,0,1,0,1,1,1
"4394833",8671,66,6,1,2,2,2,0,2
"4394836",8672,94,2,1,2,2,1,2,4
"4394844",8673,46,0,1,0,0,1,0,3
"4394846A",8674,43,0,1,0,0,0,0,2
"4394846B",8675,0,0,0,0,0,0,0,0
"4394849",8676,80,1,0,3,2,0,1,4
"4410101",8677,106,2,2,0,4,3,0,5
"4410102",8678,59,1,1,1,0,2,0,1
"4410103",8679,63,0,0,0,3,1,2,4
