CNTYVTD,VTDKEY,BidenD_24P_President,CornejoD_24P_President,LockeD_24P_President,LozadaD_24P_President,PerezD_24P_President,PhillipsD_24P_President,UygurD_24P_President,WilliamsonD_24P_President,BidenD_24P_President_Percentage,CornejoD_24P_President_Percentage,LockeD_24P_President_Percentage,LozadaD_24P_President_Percentage,PerezD_24P_President_Percentage,PhillipsD_24P_President_Percentage,UygurD_24P_President_Percentage,WilliamsonD_24P_President_Percentage
4393214,8350,97,2,0,0,3,2,0,7,0.8738738738738738,0.018018018018018018,0.0,0.0,0.02702702702702703,0.018018018018018018,0.0,0.06306306306306306
4393215,8351,98,1,0,0,1,2,4,7,0.8672566371681416,0.008849557522123894,0.0,0.0,0.008849557522123894,0.017699115044247787,0.035398230088495575,0.061946902654867256
4393216,8352,178,4,3,4,1,5,3,5,0.8768472906403941,0.019704433497536946,0.014778325123152709,0.019704433497536946,0.0049261083743842365,0.024630541871921183,0.014778325123152709,0.024630541871921183
4393240,8353,125,3,1,5,1,5,1,10,0.8278145695364238,0.019867549668874173,0.006622516556291391,0.033112582781456956,0.006622516556291391,0.033112582781456956,0.006622516556291391,0.06622516556291391
4393247,8354,67,0,1,2,2,1,2,6,0.8271604938271605,0.0,0.012345679012345678,0.024691358024691357,0.024691358024691357,0.012345679012345678,0.024691358024691357,0.07407407407407407
4393248,8355,192,1,2,2,1,6,1,4,0.9186602870813397,0.004784688995215311,0.009569377990430622,0.009569377990430622,0.004784688995215311,0.028708133971291867,0.004784688995215311,0.019138755980861243
4393249,8356,186,2,2,1,1,5,7,11,0.8651162790697674,0.009302325581395349,0.009302325581395349,0.004651162790697674,0.004651162790697674,0.023255813953488372,0.03255813953488372,0.05116279069767442
4393254,8357,103,0,4,2,1,2,2,9,0.8373983739837398,0.0,0.032520325203252036,0.016260162601626018,0.008130081300813009,0.016260162601626018,0.016260162601626018,0.07317073170731707
4393260,8358,75,0,0,2,1,4,0,7,0.8426966292134831,0.0,0.0,0.02247191011235955,0.011235955056179775,0.0449438202247191,0.0,0.07865168539325842
4393282,8359,86,1,1,1,1,1,3,3,0.8865979381443299,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.030927835051546393,0.030927835051546393
4393283,8360,81,2,0,3,0,1,3,4,0.8617021276595744,0.02127659574468085,0.0,0.031914893617021274,0.0,0.010638297872340425,0.031914893617021274,0.0425531914893617
4393286,8361,8,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393287,8362,84,0,4,5,1,5,3,7,0.7706422018348624,0.0,0.03669724770642202,0.045871559633027525,0.009174311926605505,0.045871559633027525,0.027522935779816515,0.06422018348623854
4393289,8363,78,2,0,0,2,3,1,3,0.8764044943820225,0.02247191011235955,0.0,0.0,0.02247191011235955,0.033707865168539325,0.011235955056179775,0.033707865168539325
4393321,8364,145,0,1,3,1,4,3,5,0.8950617283950617,0.0,0.006172839506172839,0.018518518518518517,0.006172839506172839,0.024691358024691357,0.018518518518518517,0.030864197530864196
4393322,8365,121,0,0,1,2,9,1,3,0.8832116788321168,0.0,0.0,0.0072992700729927005,0.014598540145985401,0.06569343065693431,0.0072992700729927005,0.021897810218978103
4393323,8366,106,0,1,1,0,4,2,6,0.8833333333333333,0.0,0.008333333333333333,0.008333333333333333,0.0,0.03333333333333333,0.016666666666666666,0.05
4393324,8367,76,1,0,2,2,4,1,10,0.7916666666666666,0.010416666666666666,0.0,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.010416666666666666,0.10416666666666667
4393325,8368,26,0,0,2,0,1,0,0,0.896551724137931,0.0,0.0,0.06896551724137931,0.0,0.034482758620689655,0.0,0.0
4393325,8369,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393326,8370,38,1,0,1,0,1,2,3,0.8260869565217391,0.021739130434782608,0.0,0.021739130434782608,0.0,0.021739130434782608,0.043478260869565216,0.06521739130434782
4393327,8371,105,0,0,1,0,1,2,2,0.9459459459459459,0.0,0.0,0.009009009009009009,0.0,0.009009009009009009,0.018018018018018018,0.018018018018018018
4393329,8372,135,1,2,9,4,2,7,13,0.7803468208092486,0.005780346820809248,0.011560693641618497,0.05202312138728324,0.023121387283236993,0.011560693641618497,0.04046242774566474,0.07514450867052024
4393330,8373,63,0,0,1,0,1,1,3,0.9130434782608695,0.0,0.0,0.014492753623188406,0.0,0.014492753623188406,0.014492753623188406,0.043478260869565216
4393331,8374,97,0,1,0,0,2,2,1,0.941747572815534,0.0,0.009708737864077669,0.0,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669
4393332,8375,101,0,2,1,1,4,2,6,0.8632478632478633,0.0,0.017094017094017096,0.008547008547008548,0.008547008547008548,0.03418803418803419,0.017094017094017096,0.05128205128205128
4393333,8376,247,0,2,1,1,3,1,11,0.9285714285714286,0.0,0.007518796992481203,0.0037593984962406013,0.0037593984962406013,0.011278195488721804,0.0037593984962406013,0.041353383458646614
4393334,8377,111,1,1,0,1,3,7,12,0.8161764705882353,0.007352941176470588,0.007352941176470588,0.0,0.007352941176470588,0.022058823529411766,0.051470588235294115,0.08823529411764706
4393335,8378,123,1,3,2,1,2,2,5,0.8848920863309353,0.007194244604316547,0.02158273381294964,0.014388489208633094,0.007194244604316547,0.014388489208633094,0.014388489208633094,0.03597122302158273
4393336,8379,146,1,1,2,4,4,14,20,0.7604166666666666,0.005208333333333333,0.005208333333333333,0.010416666666666666,0.020833333333333332,0.020833333333333332,0.07291666666666667,0.10416666666666667
4393359,8380,72,0,0,0,1,0,1,3,0.935064935064935,0.0,0.0,0.0,0.012987012987012988,0.0,0.012987012987012988,0.03896103896103896
4393361,8381,140,1,2,2,0,1,1,6,0.9150326797385621,0.006535947712418301,0.013071895424836602,0.013071895424836602,0.0,0.006535947712418301,0.006535947712418301,0.0392156862745098
4393363,8382,37,1,0,0,0,1,0,1,0.925,0.025,0.0,0.0,0.0,0.025,0.0,0.025
4393364,8383,57,1,0,1,3,2,0,7,0.8028169014084507,0.014084507042253521,0.0,0.014084507042253521,0.04225352112676056,0.028169014084507043,0.0,0.09859154929577464
4393365,8384,134,4,0,2,0,3,5,4,0.881578947368421,0.02631578947368421,0.0,0.013157894736842105,0.0,0.019736842105263157,0.03289473684210526,0.02631578947368421
4393367,8385,103,4,2,2,0,3,2,4,0.8583333333333333,0.03333333333333333,0.016666666666666666,0.016666666666666666,0.0,0.025,0.016666666666666666,0.03333333333333333
4393368,8386,44,0,0,0,2,3,0,3,0.8461538461538461,0.0,0.0,0.0,0.038461538461538464,0.057692307692307696,0.0,0.057692307692307696
4393372,8387,99,2,1,4,2,2,0,8,0.8389830508474576,0.01694915254237288,0.00847457627118644,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.0,0.06779661016949153
4393384,8388,96,1,1,2,2,1,3,3,0.8807339449541285,0.009174311926605505,0.009174311926605505,0.01834862385321101,0.01834862385321101,0.009174311926605505,0.027522935779816515,0.027522935779816515
4393385,8389,191,2,0,2,0,5,4,6,0.9095238095238095,0.009523809523809525,0.0,0.009523809523809525,0.0,0.023809523809523808,0.01904761904761905,0.02857142857142857
4393386,8390,79,1,0,0,0,1,1,1,0.9518072289156626,0.012048192771084338,0.0,0.0,0.0,0.012048192771084338,0.012048192771084338,0.012048192771084338
4393387,8391,94,1,1,0,1,1,0,4,0.9215686274509803,0.00980392156862745,0.00980392156862745,0.0,0.00980392156862745,0.00980392156862745,0.0,0.0392156862745098
4393389,8392,191,4,2,0,0,4,12,15,0.8377192982456141,0.017543859649122806,0.008771929824561403,0.0,0.0,0.017543859649122806,0.05263157894736842,0.06578947368421052
4393390,8393,182,0,0,1,0,3,13,8,0.8792270531400966,0.0,0.0,0.004830917874396135,0.0,0.014492753623188406,0.06280193236714976,0.03864734299516908
4393391,8394,106,1,1,3,3,5,2,5,0.8412698412698413,0.007936507936507936,0.007936507936507936,0.023809523809523808,0.023809523809523808,0.03968253968253968,0.015873015873015872,0.03968253968253968
4393392,8395,75,1,1,0,2,1,0,5,0.8823529411764706,0.011764705882352941,0.011764705882352941,0.0,0.023529411764705882,0.011764705882352941,0.0,0.058823529411764705
4393396,8396,180,0,0,1,2,7,2,12,0.8823529411764706,0.0,0.0,0.004901960784313725,0.00980392156862745,0.03431372549019608,0.00980392156862745,0.058823529411764705
4393398,8397,61,1,1,2,2,2,1,6,0.8026315789473685,0.013157894736842105,0.013157894736842105,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.013157894736842105,0.07894736842105263
4393406,8398,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393409,8399,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393417,8400,69,1,1,0,0,2,2,4,0.8734177215189873,0.012658227848101266,0.012658227848101266,0.0,0.0,0.02531645569620253,0.02531645569620253,0.05063291139240506
4393421,8401,44,0,0,0,0,3,1,4,0.8461538461538461,0.0,0.0,0.0,0.0,0.057692307692307696,0.019230769230769232,0.07692307692307693
4393422,8402,56,0,0,0,0,5,1,5,0.835820895522388,0.0,0.0,0.0,0.0,0.07462686567164178,0.014925373134328358,0.07462686567164178
4393433,8403,27,0,0,0,1,1,0,1,0.9,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333
4393443,8404,130,1,0,0,1,4,1,7,0.9027777777777778,0.006944444444444444,0.0,0.0,0.006944444444444444,0.027777777777777776,0.006944444444444444,0.04861111111111111
4393446,8405,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393447,8406,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393465,8407,149,1,0,1,2,5,3,5,0.8975903614457831,0.006024096385542169,0.0,0.006024096385542169,0.012048192771084338,0.030120481927710843,0.018072289156626505,0.030120481927710843
4393469,8408,102,0,0,0,1,4,0,7,0.8947368421052632,0.0,0.0,0.0,0.008771929824561403,0.03508771929824561,0.0,0.06140350877192982
4393470,8409,5,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393471,8410,72,0,0,1,0,0,0,2,0.96,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.02666666666666667
4393486,8411,137,0,0,2,1,5,2,8,0.8838709677419355,0.0,0.0,0.012903225806451613,0.0064516129032258064,0.03225806451612903,0.012903225806451613,0.05161290322580645
4393500,8412,13,0,0,0,0,0,0,1,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
4393502,8413,52,0,0,0,1,3,0,3,0.8813559322033898,0.0,0.0,0.0,0.01694915254237288,0.05084745762711865,0.0,0.05084745762711865
4393507,8414,90,2,1,4,2,5,0,6,0.8181818181818182,0.01818181818181818,0.00909090909090909,0.03636363636363636,0.01818181818181818,0.045454545454545456,0.0,0.05454545454545454
4393509,8415,58,0,1,1,1,1,2,9,0.7945205479452054,0.0,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.0273972602739726,0.1232876712328767
4393510,8416,113,1,1,0,0,1,3,5,0.9112903225806451,0.008064516129032258,0.008064516129032258,0.0,0.0,0.008064516129032258,0.024193548387096774,0.04032258064516129
4393511,8417,155,3,2,1,0,7,4,9,0.856353591160221,0.016574585635359115,0.011049723756906077,0.0055248618784530384,0.0,0.03867403314917127,0.022099447513812154,0.049723756906077346
4393516,8418,120,3,0,0,1,1,0,4,0.9302325581395349,0.023255813953488372,0.0,0.0,0.007751937984496124,0.007751937984496124,0.0,0.031007751937984496
4393517,8419,95,2,0,1,1,1,2,9,0.8558558558558559,0.018018018018018018,0.0,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.018018018018018018,0.08108108108108109
4393526,8420,41,0,0,0,0,1,0,2,0.9318181818181818,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.045454545454545456
4393527,8421,80,0,3,2,1,6,3,7,0.7843137254901961,0.0,0.029411764705882353,0.0196078431372549,0.00980392156862745,0.058823529411764705,0.029411764705882353,0.06862745098039216
4393529,8422,60,0,0,1,0,1,8,5,0.8,0.0,0.0,0.013333333333333334,0.0,0.013333333333333334,0.10666666666666667,0.06666666666666667
4393530,8423,143,2,1,1,0,2,5,6,0.89375,0.0125,0.00625,0.00625,0.0,0.0125,0.03125,0.0375
4393538,8424,110,1,0,0,2,4,4,5,0.873015873015873,0.007936507936507936,0.0,0.0,0.015873015873015872,0.031746031746031744,0.031746031746031744,0.03968253968253968
4393539,8425,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393542,8426,114,1,0,0,1,3,1,6,0.9047619047619048,0.007936507936507936,0.0,0.0,0.007936507936507936,0.023809523809523808,0.007936507936507936,0.047619047619047616
4393545,8427,60,1,0,0,1,0,1,3,0.9090909090909091,0.015151515151515152,0.0,0.0,0.015151515151515152,0.0,0.015151515151515152,0.045454545454545456
4393552,8428,84,2,2,1,1,0,2,8,0.84,0.02,0.02,0.01,0.01,0.0,0.02,0.08
4393554,8429,123,1,1,4,0,4,1,7,0.8723404255319149,0.0070921985815602835,0.0070921985815602835,0.028368794326241134,0.0,0.028368794326241134,0.0070921985815602835,0.04964539007092199
4393558,8430,98,0,0,0,0,2,0,9,0.8990825688073395,0.0,0.0,0.0,0.0,0.01834862385321101,0.0,0.08256880733944955
4393560,8431,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393562,8432,4,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393566,8433,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393567,8434,44,0,0,2,1,0,2,6,0.8,0.0,0.0,0.03636363636363636,0.01818181818181818,0.0,0.03636363636363636,0.10909090909090909
4393570,8435,85,1,0,2,1,5,3,5,0.8333333333333334,0.00980392156862745,0.0,0.0196078431372549,0.00980392156862745,0.049019607843137254,0.029411764705882353,0.049019607843137254
4393574,8436,29,0,0,0,1,2,0,3,0.8285714285714286,0.0,0.0,0.0,0.02857142857142857,0.05714285714285714,0.0,0.08571428571428572
4393575,8437,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393579,8438,34,0,0,0,0,0,0,2,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555
4393580,8439,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393582,8440,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393583,8441,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393584,8442,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393585,8443,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393590,8444,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393624,8445,10,0,0,0,0,0,5,0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
4393626,8446,39,0,0,0,0,1,0,1,0.9512195121951219,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.024390243902439025
4393637,8447,91,2,0,3,1,4,1,9,0.8198198198198198,0.018018018018018018,0.0,0.02702702702702703,0.009009009009009009,0.036036036036036036,0.009009009009009009,0.08108108108108109
4393646,8448,76,0,0,1,1,2,0,10,0.8444444444444444,0.0,0.0,0.011111111111111112,0.011111111111111112,0.022222222222222223,0.0,0.1111111111111111
4393647,8449,141,2,4,1,3,3,3,13,0.8294117647058824,0.011764705882352941,0.023529411764705882,0.0058823529411764705,0.01764705882352941,0.01764705882352941,0.01764705882352941,0.07647058823529412
4393648,8450,116,1,2,2,3,2,3,5,0.8656716417910447,0.007462686567164179,0.014925373134328358,0.014925373134328358,0.022388059701492536,0.014925373134328358,0.022388059701492536,0.03731343283582089
4393653,8451,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393654,8452,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393661,8453,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393663,8454,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393664,8455,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393665,8456,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393667,8457,2,1,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
4393668,8458,8,0,0,0,0,1,0,2,0.7272727272727273,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.18181818181818182
4393669,8459,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393671,8460,17,1,1,0,0,0,0,2,0.8095238095238095,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.09523809523809523
4393695,8461,107,0,1,1,1,0,2,10,0.8770491803278688,0.0,0.00819672131147541,0.00819672131147541,0.00819672131147541,0.0,0.01639344262295082,0.08196721311475409
4393696,8462,130,1,1,2,0,3,3,5,0.896551724137931,0.006896551724137931,0.006896551724137931,0.013793103448275862,0.0,0.020689655172413793,0.020689655172413793,0.034482758620689655
4393698,8463,136,1,0,1,3,7,2,8,0.8607594936708861,0.006329113924050633,0.0,0.006329113924050633,0.0189873417721519,0.04430379746835443,0.012658227848101266,0.05063291139240506
4393700,8464,46,2,1,1,0,2,1,4,0.8070175438596491,0.03508771929824561,0.017543859649122806,0.017543859649122806,0.0,0.03508771929824561,0.017543859649122806,0.07017543859649122
4393706,8465,79,0,0,3,1,2,2,3,0.8777777777777778,0.0,0.0,0.03333333333333333,0.011111111111111112,0.022222222222222223,0.022222222222222223,0.03333333333333333
4393709,8466,46,1,1,0,0,2,1,2,0.8679245283018868,0.018867924528301886,0.018867924528301886,0.0,0.0,0.03773584905660377,0.018867924528301886,0.03773584905660377
4393716,8467,94,1,1,2,1,1,4,9,0.831858407079646,0.008849557522123894,0.008849557522123894,0.017699115044247787,0.008849557522123894,0.008849557522123894,0.035398230088495575,0.07964601769911504
4393720,8468,72,0,0,1,1,4,0,4,0.8780487804878049,0.0,0.0,0.012195121951219513,0.012195121951219513,0.04878048780487805,0.0,0.04878048780487805
4393725,8469,94,0,1,0,1,1,1,6,0.9038461538461539,0.0,0.009615384615384616,0.0,0.009615384615384616,0.009615384615384616,0.009615384615384616,0.057692307692307696
4393728,8470,54,0,0,1,0,4,5,3,0.8059701492537313,0.0,0.0,0.014925373134328358,0.0,0.05970149253731343,0.07462686567164178,0.04477611940298507
4393729,8471,20,1,0,0,1,0,0,1,0.8695652173913043,0.043478260869565216,0.0,0.0,0.043478260869565216,0.0,0.0,0.043478260869565216
4393732,8472,45,0,1,0,0,1,0,2,0.9183673469387755,0.0,0.02040816326530612,0.0,0.0,0.02040816326530612,0.0,0.04081632653061224
4393735,8473,42,0,1,0,0,0,0,1,0.9545454545454546,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.022727272727272728
4393750,8474,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393757,8475,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393759,8476,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393822,8477,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393826,8478,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393841,8479,64,0,3,1,1,1,2,8,0.8,0.0,0.0375,0.0125,0.0125,0.0125,0.025,0.1
4393842,8480,78,0,0,0,0,2,2,3,0.9176470588235294,0.0,0.0,0.0,0.0,0.023529411764705882,0.023529411764705882,0.03529411764705882
4393847,8481,59,1,0,2,3,0,1,8,0.7972972972972973,0.013513513513513514,0.0,0.02702702702702703,0.04054054054054054,0.0,0.013513513513513514,0.10810810810810811
4393850,8482,96,0,1,3,3,2,1,4,0.8727272727272727,0.0,0.00909090909090909,0.02727272727272727,0.02727272727272727,0.01818181818181818,0.00909090909090909,0.03636363636363636
4394006,8483,43,1,1,2,0,3,2,6,0.7413793103448276,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.0,0.05172413793103448,0.034482758620689655,0.10344827586206896
4394016,8484,135,2,0,4,1,2,1,3,0.9121621621621622,0.013513513513513514,0.0,0.02702702702702703,0.006756756756756757,0.013513513513513514,0.006756756756756757,0.02027027027027027
4394017,8485,76,1,1,2,5,1,0,7,0.8172043010752689,0.010752688172043012,0.010752688172043012,0.021505376344086023,0.053763440860215055,0.010752688172043012,0.0,0.07526881720430108
4394018,8486,27,0,0,0,1,0,0,3,0.8709677419354839,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0967741935483871
4394020,8487,28,3,0,1,2,2,3,2,0.6829268292682927,0.07317073170731707,0.0,0.024390243902439025,0.04878048780487805,0.04878048780487805,0.07317073170731707,0.04878048780487805
4394042,8488,25,2,0,0,0,2,1,1,0.8064516129032258,0.06451612903225806,0.0,0.0,0.0,0.06451612903225806,0.03225806451612903,0.03225806451612903
4394044,8489,94,0,1,4,3,5,0,15,0.7704918032786885,0.0,0.00819672131147541,0.03278688524590164,0.02459016393442623,0.040983606557377046,0.0,0.12295081967213115
4394045,8490,69,0,0,1,0,0,1,9,0.8625,0.0,0.0,0.0125,0.0,0.0,0.0125,0.1125
4394046,8491,52,1,0,0,4,1,3,4,0.8,0.015384615384615385,0.0,0.0,0.06153846153846154,0.015384615384615385,0.046153846153846156,0.06153846153846154
4394047,8492,70,0,0,1,2,1,0,8,0.8536585365853658,0.0,0.0,0.012195121951219513,0.024390243902439025,0.012195121951219513,0.0,0.0975609756097561
4394048,8493,20,1,0,2,2,0,0,0,0.8,0.04,0.0,0.08,0.08,0.0,0.0,0.0
4394050,8494,60,0,0,1,4,3,0,5,0.821917808219178,0.0,0.0,0.0136986301369863,0.0547945205479452,0.0410958904109589,0.0,0.0684931506849315
4394051,8495,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4394053,8496,36,1,0,0,4,0,0,1,0.8571428571428571,0.023809523809523808,0.0,0.0,0.09523809523809523,0.0,0.0,0.023809523809523808
4394057,8497,152,1,2,0,0,2,2,3,0.9382716049382716,0.006172839506172839,0.012345679012345678,0.0,0.0,0.012345679012345678,0.012345679012345678,0.018518518518518517
4394060,8498,212,1,1,1,5,1,3,14,0.8907563025210085,0.004201680672268907,0.004201680672268907,0.004201680672268907,0.02100840336134454,0.004201680672268907,0.012605042016806723,0.058823529411764705
4394065,8499,45,0,0,1,1,1,0,2,0.9,0.0,0.0,0.02,0.02,0.02,0.0,0.04
4394067,8500,52,0,0,5,7,4,0,2,0.7428571428571429,0.0,0.0,0.07142857142857142,0.1,0.05714285714285714,0.0,0.02857142857142857
4394068,8501,19,1,0,3,2,0,1,1,0.7037037037037037,0.037037037037037035,0.0,0.1111111111111111,0.07407407407407407,0.0,0.037037037037037035,0.037037037037037035
4394069,8502,85,0,0,1,0,1,0,1,0.9659090909090909,0.0,0.0,0.011363636363636364,0.0,0.011363636363636364,0.0,0.011363636363636364
4394070,8503,152,0,0,2,3,6,2,9,0.8735632183908046,0.0,0.0,0.011494252873563218,0.017241379310344827,0.034482758620689655,0.011494252873563218,0.05172413793103448
4394073,8504,14,1,0,1,0,3,0,1,0.7,0.05,0.0,0.05,0.0,0.15,0.0,0.05
4394077,8505,23,0,0,0,1,1,0,2,0.8518518518518519,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.07407407407407407
4394086,8506,123,1,0,0,1,3,1,2,0.9389312977099237,0.007633587786259542,0.0,0.0,0.007633587786259542,0.022900763358778626,0.007633587786259542,0.015267175572519083
4394087,8507,16,2,0,2,3,2,1,3,0.5517241379310345,0.06896551724137931,0.0,0.06896551724137931,0.10344827586206896,0.06896551724137931,0.034482758620689655,0.10344827586206896
4394091,8508,59,0,0,1,0,4,1,6,0.8309859154929577,0.0,0.0,0.014084507042253521,0.0,0.056338028169014086,0.014084507042253521,0.08450704225352113
4394092,8509,23,3,1,2,3,0,0,1,0.696969696969697,0.09090909090909091,0.030303030303030304,0.06060606060606061,0.09090909090909091,0.0,0.0,0.030303030303030304
4394093,8510,55,3,0,2,5,2,0,0,0.8208955223880597,0.04477611940298507,0.0,0.029850746268656716,0.07462686567164178,0.029850746268656716,0.0,0.0
4394096,8511,127,2,1,1,0,0,1,4,0.9338235294117647,0.014705882352941176,0.007352941176470588,0.007352941176470588,0.0,0.0,0.007352941176470588,0.029411764705882353
4394097,8512,55,2,0,0,4,0,1,1,0.873015873015873,0.031746031746031744,0.0,0.0,0.06349206349206349,0.0,0.015873015873015872,0.015873015873015872
4394101,8513,42,1,1,1,1,2,1,6,0.7636363636363637,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.03636363636363636,0.01818181818181818,0.10909090909090909
4394102,8514,24,0,1,0,0,0,0,1,0.9230769230769231,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464
4394107,8515,13,0,0,0,4,2,0,0,0.6842105263157895,0.0,0.0,0.0,0.21052631578947367,0.10526315789473684,0.0,0.0
4394110,8516,67,2,1,2,7,1,2,4,0.7790697674418605,0.023255813953488372,0.011627906976744186,0.023255813953488372,0.08139534883720931,0.011627906976744186,0.023255813953488372,0.046511627906976744
4394113,8517,18,0,1,0,0,1,0,0,0.9,0.0,0.05,0.0,0.0,0.05,0.0,0.0
4394115,8518,10,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4394116,8519,174,0,0,3,0,0,1,4,0.9560439560439561,0.0,0.0,0.016483516483516484,0.0,0.0,0.005494505494505495,0.02197802197802198
4394118,8520,62,1,0,2,0,0,0,8,0.8493150684931506,0.0136986301369863,0.0,0.0273972602739726,0.0,0.0,0.0,0.1095890410958904
4394121,8521,66,6,1,2,0,5,0,5,0.7764705882352941,0.07058823529411765,0.011764705882352941,0.023529411764705882,0.0,0.058823529411764705,0.0,0.058823529411764705
4394122,8522,30,3,0,4,6,0,1,3,0.6382978723404256,0.06382978723404255,0.0,0.0851063829787234,0.1276595744680851,0.0,0.02127659574468085,0.06382978723404255
4394123,8523,34,1,0,0,7,0,0,2,0.7727272727272727,0.022727272727272728,0.0,0.0,0.1590909090909091,0.0,0.0,0.045454545454545456
4394124,8524,105,0,1,1,1,2,2,11,0.8536585365853658,0.0,0.008130081300813009,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.016260162601626018,0.08943089430894309
4394125,8525,12,0,1,0,0,2,0,1,0.75,0.0,0.0625,0.0,0.0,0.125,0.0,0.0625
4394128,8526,70,6,2,0,1,4,2,8,0.7526881720430108,0.06451612903225806,0.021505376344086023,0.0,0.010752688172043012,0.043010752688172046,0.021505376344086023,0.08602150537634409
4394129,8527,65,0,0,0,0,0,0,2,0.9701492537313433,0.0,0.0,0.0,0.0,0.0,0.0,0.029850746268656716
4394130,8528,152,0,0,1,0,3,0,5,0.9440993788819876,0.0,0.0,0.006211180124223602,0.0,0.018633540372670808,0.0,0.031055900621118012
