CNTYVTD,VTDKEY,KimbroughD_18P_U.S. Sen,HernandezD_18P_U.S. Sen,O'RourkeD_18P_U.S. Sen
0390027,1141,50,67,118
0390028,1142,36,59,100
0390029,1143,83,126,167
0390030,1144,15,17,39
0390031,1145,3,8,13
0390032,1146,21,37,33
0390033,1147,31,26,32
0390034,1148,12,20,33
0390035,1149,8,9,12
0390036,1150,17,32,45
0390037,1151,19,37,52
0390038,1152,3,2,13
0390039,1153,16,38,46
0390040,1154,20,25,35
0390041,1155,36,59,88
0390042,1156,11,19,8
0390043,1157,24,45,73
0390044,1158,75,130,173
0390045,1159,15,40,70
0390046,1160,35,60,111
0390047,1161,15,39,52
0390048,1162,19,23,32
0390049,1163,5,8,17
0390050,1164,84,121,182
0390051,1165,23,27,76
0390052,1166,17,32,73
0390053,1167,48,70,47
0390054,1168,72,105,119
0390055,1169,25,39,41
0390056,1170,40,70,68
0390057,1171,4,6,20
0390058,1172,35,67,107
0390059,1173,34,58,108
0390060,1174,79,112,230
0390061,1175,8,12,24
0390062,1176,55,95,130
0390063,1177,108,171,115
0390064,1178,5,13,5
0390065,1179,26,24,48
0390066,1180,46,69,93
0390067,1181,54,73,108
0390068,1182,27,32,44
0390069,1183,59,91,116
0390070,1184,36,50,56
0390071,1185,20,28,43
0390072,1186,35,55,98
0390073,1187,5,11,13
0390074,1188,1,5,5
0390075,1189,20,19,42
0390076,1190,8,9,25
0390077,1191,16,33,61
0390078,1192,24,38,34
0390079,1193,3,10,7
0390080,1194,13,15,38
0410001,1195,13,7,27
0410002,1196,8,8,83
0410003,1197,24,13,23
0410004,1198,67,61,35
0410005,1199,6,9,23
0410006,1200,3,1,14
0410007,1201,6,5,17
0410008,1202,4,15,87
0410009,1203,12,8,62
0410010,1204,17,14,86
0410011,1205,13,7,111
0410012,1206,43,29,150
0410013,1207,12,14,66
0410014,1208,28,62,60
0410015,1209,26,15,52
0410016,1210,9,36,29
0410017,1211,32,38,121
0410018,1212,19,16,16
0410019,1213,3,7,2
0410020,1214,2,7,85
0410021,1215,0,3,37
0410022,1216,2,3,14
0410023,1217,2,1,1
0410024,1218,12,14,119
0410025,1219,57,35,21
0410026,1220,16,27,83
0410027,1221,12,9,46
0410028,1222,0,2,1
0410029,1223,11,12,36
0410030,1224,51,50,41
0410031,1225,15,16,134
0410032,1226,1,1,13
0410033,1227,10,11,32
0410034,1228,9,14,69
0410035,1229,5,10,85
0410036,1230,31,21,136
0410037,1231,1,0,1
0410038,1232,19,12,2
0410039,1233,11,8,79
0410040,1234,12,15,159
0410041,1235,6,3,38
0410042,1236,0,0,0
0410043,1237,1,1,3
0410044,1238,0,0,0
0410045,1239,1,2,1
0410046,1240,2,5,8
0410047,1241,3,5,6
0410048,1242,2,1,6
0410049,1243,0,0,8
0410050,1244,0,0,0
0410051,1245,0,0,0
0410052,1246,0,0,1
0410053,1247,0,0,0
0410054,1248,3,1,9
0410055,1249,11,10,83
0410056,1250,0,0,0
0410057,1251,8,3,13
0410058,1252,1,3,16
0410059,1253,0,0,0
0410060,1254,0,0,1
0410061,1255,1,0,4
0410062,1256,8,8,63
0410063,1257,12,8,49
0410064,1258,12,10,101
0410065,1259,0,0,1
0410066,1260,15,11,39
0410067,1261,2,1,8
0410068,1262,0,0,0
0410069,1263,13,13,72
0410070,1264,11,6,26
0410071,1265,0,1,0
0410072,1266,0,0,1
0410073,1267,8,11,79
0410074,1268,4,7,49
0410075,1269,9,16,85
0410076,1270,18,21,128
0410077,1271,5,7,6
0410078,1272,0,2,4
0410079,1273,2,0,7
0410080,1274,15,15,82
0410081,1275,1,0,2
0410082,1276,0,0,15
0410083,1277,0,0,0
0410084,1278,0,0,0
0410085,1279,0,0,0
0410087,1280,0,0,0
0410088,1281,16,20,86
0410089,1282,0,0,0
0410089,1283,0,0,0
0410090,1284,0,0,0
0410091,1285,0,0,0
0410091,1286,0,0,0
0410092,1287,0,0,0
0410093,1288,0,0,0
0410094,1289,0,0,0
0410095,1290,0,0,0
0410096,1291,0,0,0
0410097,1292,0,0,0
0410098,1293,0,0,0
0410099,1294,0,0,0
0410100,1295,4,6,41
0410101,1296,1,0,0
0410102,1297,0,0,0
0410103,1298,3,5,13
0410105,1299,0,0,0
0410106,1300,6,6,14
0410107,1301,2,2,10
0410108,1302,0,0,0
0410109,1303,0,0,0
0430001,1304,22,23,165
0430002,1305,13,35,185
0430003,1306,11,12,36
0430004,1307,10,38,155
0430005,1308,0,3,13
0430006,1309,9,22,110
0430007,1310,0,4,29
0430008,1311,4,25,60
0450001,1312,2,2,2
0450002,1313,1,3,4
0450003,1314,4,1,1
0450004,1315,2,1,4
0450006,1316,0,1,0
0470001,1317,46,240,139
0470002,1318,65,323,173
0470003,1319,43,173,108
0470004,1320,79,295,166
047003,1321,13,70,27
0490101,1322,4,5,33
0490105,1323,4,4,21
0490109,1324,2,0,0
0490113,1325,6,4,16
0490202,1326,0,4,17
0490204,1327,4,8,21
0490212,1328,6,1,9
0490214,1329,5,0,12
0490215,1330,0,0,0
0490303,1331,2,1,10
0490306,1332,3,7,15
0490307,1333,1,1,4
0490308,1334,3,1,5
0490316,1335,1,0,5
0490318,1336,5,4,10
0490410,1337,10,9,15
0490411,1338,6,4,13
0490417,1339,5,5,27
0510113,1340,7,2,9
0510114,1341,13,19,31
0510203,1342,4,1,10
0510204,1343,1,0,11
0510207,1344,23,2,8
0510211,1345,12,4,18
0510215,1346,4,0,9
0510301,1347,18,8,30
0510305,1348,6,3,11
0510308,1349,8,4,11
0510309,1350,10,5,16
0510406,1351,20,14,29
0510410,1352,15,7,23
0530001,1353,2,4,29
0530002,1354,15,19,64
0530003,1355,8,8,18
0530004,1356,8,19,76
0530005,1357,3,6,52
0530006,1358,2,4,21
0530007,1359,7,3,20
0530008,1360,4,5,35
0530009,1361,15,14,51
0530010,1362,9,5,45
0530011,1363,0,0,4
0530012,1364,8,14,27
0530013,1365,0,5,12
0530014,1366,6,2,7
0530015,1367,4,6,15
0530016,1368,4,0,11
0530017,1369,9,4,32
0530018,1370,4,13,36
0530019,1371,16,17,109
0530020,1372,24,18,101
0550100,1373,4,28,51
0550101,1374,15,29,31
0550102,1375,14,12,20
0550103,1376,48,71,171
0550104,1377,12,15,26
0550108,1378,9,22,40
0550111,1379,16,34,60
0550201,1380,27,16,36
0550202,1381,20,17,30
0550203,1382,20,14,24
0550204,1383,13,15,38
0550205,1384,1,1,10
0550206,1385,16,12,21
0550300,1386,7,21,37
0550301,1387,8,18,44
0550302,1388,6,20,36
0550303,1389,7,7,22
0550305,1390,8,7,19
0550306,1391,5,5,16
0550400,1392,16,14,25
0550401,1393,18,29,38
0550402,1394,12,25,59
0550404,1395,15,18,31
0550405,1396,11,11,18
0570001,1397,17,62,34
0570002,1398,20,32,25
0570003,1399,3,7,13
0570004,1400,20,38,23
0570005,1401,20,16,37
0570006,1402,2,10,17
0570007,1403,29,40,34
0570008,1404,10,2,8
0570009,1405,11,11,14
0570010,1406,4,9,14
0570011,1407,5,11,11
0590001,1408,0,2,12
0590002,1409,4,1,11
0590003,1410,0,2,9
0590004,1411,6,3,7
0590005,1412,0,0,5
0590006,1413,3,0,9
0590007,1414,1,0,5
0590008,1415,1,4,8
0610001,1416,14,34,48
0610002,1417,7,20,21
0610003,1418,24,93,98
0610004,1419,31,75,127
0610005,1420,19,84,88
0610006,1421,10,29,27
0610007,1422,20,45,70
0610008,1423,8,23,13
0610009,1424,26,79,92
0610010,1425,13,82,53
0610011,1426,19,68,51
0610012,1427,38,132,145
0610013,1428,7,32,39
0610014,1429,13,71,67
0610015,1430,33,127,153
0610016,1431,3,19,16
0610017,1432,14,93,82
0610018,1433,24,109,94
0610019,1434,16,93,69
0610020,1435,18,63,31
0610021,1436,3,36,33
0610022,1437,24,125,87
0610023,1438,0,2,5
0610024,1439,5,18,11
0610025,1440,4,24,21
0610026,1441,6,38,43
0610027,1442,8,55,56
0610028,1443,9,31,38
0610029,1444,7,23,51
0610030,1445,5,11,41
0610031,1446,1,9,13
0610032,1447,9,37,64
0610033,1448,1,9,11
0610034,1449,3,19,29
0610035,1450,5,19,48
0610036,1451,4,47,80
0610037,1452,12,85,61
0610038,1453,19,32,100
0610039,1454,5,30,17
0610040,1455,25,113,88
0610041,1456,12,91,103
0610042,1457,0,19,15
0610043,1458,5,21,26
0610044,1459,16,62,154
0610045,1460,6,59,50
0610046,1461,24,135,158
0610047,1462,20,80,62
0610048,1463,29,82,118
0610049,1464,32,149,134
0610050,1465,24,105,102
0610051,1466,7,33,15
0610052,1467,8,19,90
0610053,1468,16,115,58
0610054,1469,42,199,172
0610055,1470,12,62,70
0610056,1471,10,31,61
0610057,1472,3,18,16
0610058,1473,6,24,35
0610059,1474,6,13,18
0610060,1475,12,32,18
0610061,1476,19,77,141
0610062,1477,37,156,120
0610063,1478,24,93,135
0610064,1479,1,6,6
0610065,1480,10,36,60
0610066,1481,12,43,63
0610067,1482,12,41,136
0610068,1483,11,71,42
0610069,1484,27,132,101
0610070,1485,6,29,17
0610071,1486,13,133,86
0610072,1487,24,110,129
0610073,1488,31,157,176
0610074,1489,36,191,85
0610075,1490,16,109,59
0610076,1491,39,140,169
0610077,1492,17,75,56
0610078,1493,9,44,55
0610079,1494,10,44,91
0610080,1495,15,43,61
0610081,1496,20,89,40
0610082,1497,8,64,33
0610083,1498,9,40,88
0610084,1499,4,23,62
0610085,1500,7,43,69
0610086,1501,10,44,17
0610087,1502,5,29,32
0610088,1503,14,98,86
0610089,1504,10,23,50
0610090,1505,3,15,14
0610091,1506,8,30,43
0610092,1507,2,7,5
0610093,1508,1,8,7
0610094,1509,9,33,30
0610095,1510,2,14,11
0610096,1511,8,37,84
0610097,1512,6,15,73
0610098,1513,25,161,160
0610099,1514,1,6,5
0610100,1515,12,110,94
0610101,1516,9,72,58
0631001,1517,24,18,38
0632002,1518,21,21,51
0633003,1519,27,35,42
0634004,1520,19,6,39
0650101,1521,4,2,5
0650102,1522,0,0,0
0650103,1523,0,1,4
0650201,1524,4,1,5
0650301,1525,3,1,7
0650302,1526,4,3,2
0650401,1527,1,3,14
0650402,1528,0,1,2
0670001,1529,40,19,32
0670002,1530,8,4,14
0670004,1531,9,5,5
0670005,1532,8,6,20
0670006,1533,1,2,1
0670007,1534,23,8,26
0670009,1535,22,12,13
0670011,1536,9,6,15
0670012,1537,6,16,15
0670014,1538,10,5,20
0670015,1539,1,0,3
0670016,1540,3,0,9
0670017,1541,13,11,33
0670018,1542,3,1,6
0670019,1543,4,2,4
0670021,1544,1,0,3
067013,1545,14,9,17
067020,1546,1,1,3
0690101,1547,4,5,5
0690105,1548,1,2,1
0690201,1549,5,10,10
0690206,1550,0,0,0
0690301,1551,16,14,12
0690307,1552,0,0,0
0690401,1553,4,6,8
0690408,1554,8,8,8
0710001,1555,5,7,9
0710002,1556,17,18,11
0710003,1557,15,11,8
0710004,1558,10,13,32
0710005,1559,9,19,25
0710006,1560,16,30,19
0710007,1561,17,13,27
0710008,1562,3,8,16
0710009,1563,1,4,5
0710010,1564,2,6,11
0710011,1565,27,45,69
0710012,1566,12,16,9
0710013,1567,0,0,0
0710014,1568,8,10,10
0710015,1569,0,0,0
0710016,1570,5,11,17
0710017,1571,2,4,7
0710018,1572,5,8,8
0710019,1573,6,12,13
0730012,1574,9,14,18
0730013,1575,3,3,3
0730014,1576,7,6,13
0730015,1577,24,14,35
0730022,1578,11,5,11
0730023,1579,10,5,10
0730024,1580,21,6,32
0730025,1581,10,1,10
0730026,1582,12,5,13
0730027,1583,17,7,17
0730028,1584,5,1,10
0730032,1585,2,0,9
0730033,1586,9,12,27
0730034,1587,10,9,13
0730035,1588,15,9,16
0730036,1589,9,4,37
0730037,1590,9,5,8
0730038,1591,4,2,12
0730042,1592,40,19,20
0730043,1593,9,9,27
0730044,1594,4,5,7
0730045,1595,3,4,18
0730046,1596,5,2,10
0730047,1597,2,0,0
0730048,1598,0,0,4
0750101,1599,5,5,5
0750201,1600,11,1,7
0750301,1601,2,4,4
0750401,1602,9,3,4
0770001,1603,1,2,21
0770006,1604,3,4,11
0770008,1605,3,2,2
0770009,1606,2,2,3
0770010,1607,0,0,1
0770011,1608,0,0,0
0770012,1609,0,0,2
0770013,1610,2,1,7
0770014,1611,1,0,3
0770015,1612,0,1,3
0770017,1613,5,5,9
0770020,1614,3,1,0
0770024,1615,5,0,0
0770026,1616,2,1,0
0770027,1617,6,1,3
0770032,1618,0,0,0
0790101,1619,2,2,1
0790202,1620,1,2,1
0790303,1621,1,0,0
0790306,1622,3,0,0
0790404,1623,2,1,0
0810001,1624,0,2,2
0810002,1625,0,2,4
0810003,1626,1,5,7
0810004,1627,0,0,5
0810004,1628,0,0,0
0830001,1629,2,6,13
0830002,1630,3,2,14
0830003,1631,1,2,7
0830004,1632,1,5,14
083002,1633,1,0,8
0850001,1634,5,38,193
0850002,1635,22,62,162
0850003,1636,12,32,50
0850004,1637,9,9,28
0850005,1638,9,11,22
0850006,1639,13,28,44
0850007,1640,14,29,56
0850008,1641,5,8,28
0850009,1642,14,33,48
0850010,1643,2,4,12
0850011,1644,15,24,47
0850012,1645,12,22,81
0850013,1646,3,3,13
0850014,1647,23,35,105
0850015,1648,20,35,91
0850016,1649,7,25,53
0850017,1650,17,52,71
0850018,1651,4,4,12
0850019,1652,22,18,78
0850020,1653,2,8,27
0850021,1654,32,44,266
0850022,1655,10,31,64
0850023,1656,26,31,90
0850024,1657,22,41,85
0850025,1658,41,61,154
0850026,1659,6,14,51
0850027,1660,33,52,62
0850028,1661,18,39,164
0850029,1662,5,9,18
0850030,1663,30,59,129
0850031,1664,15,29,121
0850032,1665,17,38,161
0850033,1666,27,41,50
0850034,1667,49,66,215
0850035,1668,4,8,15
0850036,1669,7,22,142
0850037,1670,4,7,19
0850038,1671,6,7,22
0850039,1672,17,59,146
0850040,1673,30,30,104
0850041,1674,17,30,65
0850042,1675,7,11,28
0850043,1676,28,56,92
0850044,1677,5,11,43
0850045,1678,15,31,86
0850046,1679,27,49,154
0850047,1680,13,58,139
0850048,1681,11,38,288
0850049,1682,22,33,138
0850050,1683,15,46,102
0850051,1684,21,33,77
0850052,1685,34,54,140
0850053,1686,16,40,151
0850054,1687,28,61,140
0850055,1688,10,21,231
0850056,1689,17,33,80
0850057,1690,16,54,143
0850058,1691,31,51,162
0850059,1692,26,55,129
0850060,1693,12,19,41
0850061,1694,14,29,91
0850062,1695,17,46,161
0850063,1696,12,21,142
0850064,1697,27,32,155
0850065,1698,6,24,52
0850066,1699,13,23,115
0850067,1700,17,39,136
0850068,1701,13,34,86
0850069,1702,45,64,228
0850070,1703,15,25,115
0850071,1704,21,25,127
0850072,1705,17,22,75
0850073,1706,21,32,126
0850074,1707,18,32,112
0850075,1708,10,21,109
0850076,1709,22,48,163
0850077,1710,27,58,156
0850078,1711,12,42,136
0850079,1712,14,30,130
0850080,1713,30,44,167
0850081,1714,22,51,188
0850082,1715,30,58,114
0850083,1716,29,46,80
0850084,1717,13,45,165
0850085,1718,25,64,167
0850086,1719,22,34,150
0850087,1720,13,35,95
0850088,1721,13,45,89
0850089,1722,30,55,160
0850090,1723,14,23,104
0850091,1724,18,36,153
0850092,1725,19,38,110
0850093,1726,0,0,4
0850094,1727,37,47,294
0850095,1728,27,56,124
0850096,1729,8,21,27
0850097,1730,11,14,55
0850098,1731,11,18,43
0850099,1732,1,5,18
0850100,1733,0,0,0
0850101,1734,23,36,135
0850102,1735,16,15,98
0850103,1736,10,21,59
0850104,1737,25,48,79
0850105,1738,0,0,2
0850106,1739,15,29,89
0850107,1740,29,59,173
0850108,1741,32,58,170
0850109,1742,18,27,153
0850110,1743,18,46,147
0850111,1744,5,15,56
0850112,1745,17,42,176
0850113,1746,19,54,92
0850114,1747,6,7,29
0850115,1748,19,46,202
0850116,1749,23,57,249
0850117,1750,25,57,164
0850118,1751,22,36,139
0850119,1752,13,41,128
0850120,1753,20,31,167
0850121,1754,21,62,161
0850122,1755,29,40,143
0850123,1756,11,36,96
0850124,1757,24,42,157
0850125,1758,44,81,238
0850126,1759,33,73,129
0850127,1760,17,46,143
0850128,1761,13,24,56
0850129,1762,25,38,138
0850130,1763,23,71,231
0850131,1764,17,31,126
0850132,1765,14,49,204
0850133,1766,21,40,48
0850134,1767,32,72,142
0850135,1768,42,75,165
0850136,1769,16,26,137
0850137,1770,17,21,85
0850138,1771,13,23,110
0850139,1772,37,93,146
0850140,1773,20,48,156
0850141,1774,27,78,192
0850142,1775,25,54,186
0850143,1776,8,18,65
0850144,1777,22,35,120
0850145,1778,22,41,70
0850146,1779,38,82,161
0850147,1780,21,37,55
0850148,1781,4,6,11
0850149,1782,31,44,129
0850150,1783,7,17,28
0850151,1784,25,29,63
0850152,1785,0,2,5
0850153,1786,40,65,144
0850154,1787,3,4,7
0850155,1788,16,34,77
0850156,1789,34,52,132
0850157,1790,28,52,183
0850158,1791,15,48,100
0850159,1792,47,66,97
0850160,1793,0,0,5
0850161,1794,1,2,11
0850162,1795,1,2,5
0850163,1796,7,19,38
0850164,1797,10,14,75
0850165,1798,9,10,47
0850166,1799,45,58,120
0850167,1800,42,87,204
0850168,1801,9,10,62
0850169,1802,24,55,108
0850170,1803,18,24,49
0850171,1804,17,30,87
0850172,1805,5,5,19
0850173,1806,2,6,20
0850174,1807,40,54,89
0850175,1808,17,24,38
0850176,1809,15,39,112
0850177,1810,9,18,46
0850178,1811,6,20,36
0850179,1812,21,30,203
0850180,1813,15,26,56
0850181,1814,7,20,33
0850182,1815,24,43,126
0850183,1816,0,1,1
0850184,1817,12,27,57
0850185,1818,0,2,0
0850186,1819,1,0,1
0850187,1820,3,0,6
0850188,1821,0,0,1
0850189,1822,2,4,6
0850190,1823,0,1,1
0850191,1824,0,1,5
0850192,1825,6,8,25
0850193,1826,1,8,9
0850194,1827,0,0,1
0850195,1828,3,6,11
0850196,1829,17,26,36
0850197,1830,21,21,64
0850198,1831,0,3,2
0850199,1832,1,12,15
0850200,1833,6,7,17
0850201,1834,0,0,0
0850202,1835,0,0,0
0850203,1836,15,30,115
0850204,1837,2,3,12
0850205,1838,0,0,1
0850206,1839,7,14,40
0850207,1840,18,42,107
0850208,1841,5,9,33
0850209,1842,6,7,18
0850210,1843,7,31,67
0850211,1844,18,41,97
0850212,1845,16,18,34
0850213,1846,24,61,88
0850214,1847,5,25,60
0850215,1848,9,12,36
0850216,1849,5,15,42
0850217,1850,19,21,48
0850218,1851,24,55,114
0850219,1852,15,28,107
0850220,1853,15,44,76
0850221,1854,22,29,142
0850222,1855,28,53,111
0850223,1856,11,27,77
0850224,1857,9,14,30
0850225,1858,31,59,98
0850226,1859,41,79,154
0850227,1860,34,76,124
0850228,1861,14,35,52
0850229,1862,5,12,26
0850230,1863,41,71,179
0850231,1864,20,33,56
0850232,1865,16,24,67
0850233,1866,11,18,28
0850234,1867,0,3,15
0850235,1868,15,29,90
0850236,1869,9,17,85
0850237,1870,16,27,39
0850238,1871,11,33,84
0850239,1872,18,26,58
0850240,1873,4,10,18
0850241,1874,18,34,86
0850242,1875,3,9,23
0850243,1876,7,11,19
0850244,1877,15,27,71
0850245,1878,11,25,73
0850246,1879,25,49,146
0850247,1880,8,15,44
0850248,1881,7,15,29
0850249,1882,16,24,55
0850250,1883,11,21,50
0850251,1884,4,8,21
0850252,1885,4,5,10
0870101,1886,6,2,5
0870201,1887,0,0,0
0870202,1888,0,0,0
0870301,1889,1,0,0
0870302,1890,0,0,0
0870401,1891,0,0,0
0870402,1892,0,0,0
0890101,1893,12,15,53
0890102,1894,2,1,8
0890103,1895,4,1,3
0890201,1896,13,19,48
0890202,1897,1,2,6
0890302,1898,5,3,19
0890303,1899,0,2,12
0890304,1900,1,0,10
0890305,1901,13,13,36
0890401,1902,4,9,13
0890402,1903,30,38,38
0910101,1904,22,27,182
0910102,1905,13,30,89
0910103,1906,17,17,75
0910104,1907,12,18,68
0910105,1908,14,22,103
0910106,1909,4,10,71
0910107,1910,7,12,64
0910108,1911,15,17,56
0910109,1912,4,5,39
0910109,1913,0,0,1
0910110,1914,9,15,48
0910201,1915,13,31,117
0910202,1916,12,14,47
0910202,1917,0,0,0
0910203,1918,19,22,100
0910204,1919,15,20,85
0910205,1920,45,64,139
0910206,1921,10,13,56
0910207,1922,10,17,60
0910208,1923,16,23,99
0910208,1924,0,1,3
0910208,1925,0,0,1
0910208,1926,0,0,3
0910301,1927,23,58,105
0910301,1928,0,0,0
0910302,1929,11,29,90
0910303,1930,7,19,49
0910304,1931,9,27,68
0910305,1932,14,17,53
0910306,1933,2,5,23
0910307,1934,2,10,31
0910308,1935,3,20,87
0910401,1936,34,24,121
0910402,1937,22,30,131
0910403,1938,10,25,88
0910404,1939,9,16,71
0910405,1940,16,23,73
0910405,1941,0,0,0
0910405,1942,0,0,0
0910406,1943,23,27,186
0910407,1944,18,26,156
0910408,1945,12,18,88
0930001,1946,4,4,11
0930002,1947,8,4,10
0930004,1948,5,0,2
0930005,1949,1,0,5
0930006,1950,3,1,1
0930007,1951,2,4,2
0930009,1952,4,1,5
0930010,1953,2,3,5
0930011,1954,4,4,14
0930012,1955,18,4,23
0930013,1956,2,0,3
0930014,1957,0,1,0
0930015,1958,2,1,8
0930016,1959,0,0,0
0950101,1960,2,0,3
0950102,1961,0,0,0
0950203,1962,0,0,1
0950204,1963,0,0,0
0950205,1964,0,0,0
0950306,1965,1,12,14
0950407,1966,0,0,0
0950408,1967,1,4,4
0970001,1968,3,2,3
0970002,1969,13,13,28
0970003,1970,2,1,3
0970004,1971,2,2,10
0970006,1972,7,4,22
0970007,1973,3,2,7
0970008,1974,2,4,3
0970010,1975,11,9,21
0970011,1976,8,6,27
0970012,1977,4,3,13
0970017,1978,0,0,8
0970018,1979,3,1,8
097001,1980,10,9,60
0970021,1981,3,0,11
0970022,1982,7,9,23
0970033,1983,1,1,2
097004,1984,13,6,32
0990101,1985,23,41,66
0990102,1986,1,6,12
0990103,1987,0,1,2
0990104,1988,26,51,61
0990205,1989,8,11,23
0990206,1990,6,15,18
0990207,1991,41,55,66
0990308,1992,21,15,33
0990309,1993,2,0,6
0990310,1994,3,1,12
0990311,1995,0,1,1
0990412,1996,16,40,43
0990413,1997,2,15,18
0990414,1998,2,0,1
0990415,1999,1,2,5
0990416,2000,16,38,44
1010101,2001,1,0,0
1010201,2002,1,0,1
1010301,2003,1,2,2
1010401,2004,4,3,3
1030001,2005,4,6,2
1030002,2006,4,4,6
1030003,2007,4,9,1
1030004,2008,0,3,4
1050001,2009,38,54,42
1050002,2010,34,44,40
1050003,2011,37,47,43
1050004,2012,31,38,32
1070011,2013,5,1,6
1070027,2014,6,6,11
1070039,2015,4,6,2
1070044,2016,1,3,11
1090001,2017,11,39,79
1090002,2018,23,26,83
1090004,2019,9,26,85
109033,2020,0,0,6
109035,2021,16,33,90
1110001,2022,1,0,1
1110002,2023,0,0,0
1110003,2024,0,0,0
1110004,2025,0,0,0
1110005,2026,0,0,0
1110006,2027,5,7,3
1110007,2028,1,1,1
1110008,2029,2,4,4
1110009,2030,0,2,0
1131004,2031,14,30,131
1131006,2032,5,6,197
1131007,2033,0,1,28
1131039,2034,5,10,7
1131040,2035,32,56,149
1131041,2036,8,8,9
1131043,2037,13,32,193
1131044,2038,25,33,253
1131045,2039,18,30,43
1131046,2040,2,8,32
1131047,2041,14,30,91
1131048,2042,13,35,382
1131049,2043,13,15,136
1131050,2044,0,3,21
1131051,2045,1,4,42
1131052,2046,38,61,513
1131054,2047,7,30,79
1131055,2048,0,10,31
1131056,2049,9,23,61
1131057,2050,14,31,113
1131058,2051,5,28,222
1131059,2052,15,32,210
1131060,2053,23,59,746
1131061,2054,13,18,255
1131062,2055,0,2,1
1131063,2056,16,27,80
1131064,2057,3,3,4
1131065,2058,52,66,84
1131067,2059,0,0,1
1131068,2060,0,0,3
1131076,2061,2,1,0
1131077,2062,0,0,0
1131078,2063,24,33,38
1131079,2064,32,37,147
1131080,2065,12,8,15
1131081,2066,68,79,354
1131082,2067,0,4,4
1131083,2068,22,36,87
1131084,2069,176,154,268
1131085,2070,5,20,32
1131086,2071,5,7,32
1131087,2072,144,116,178
1131088,2073,15,36,57
1131089,2074,82,56,41
1131090,2075,62,57,58
1131091,2076,53,46,43
1131092,2077,77,80,68
1131093,2078,68,35,41
1131094,2079,64,32,25
1131095,2080,50,30,24
1131096,2081,13,29,28
1131097,2082,66,46,55
1131098,2083,57,50,48
1131099,2084,2,0,2
1131100,2085,103,68,73
1131101,2086,16,41,30
1131102,2087,19,32,31
1131103,2088,4,12,7
1131104,2089,53,58,61
1131105,2090,0,2,0
1131106,2091,1,3,0
1131107,2092,13,23,23
1131108,2093,58,56,61
1131109,2094,3,6,3
1131110,2095,0,0,0
1131111,2096,26,18,18
1131113,2097,2,4,6
1131114,2098,23,7,11
1131115,2099,12,26,70
1131116,2100,11,26,67
1131121,2101,25,28,72
1131124,2102,0,0,1
1131125,2103,21,28,63
1131128,2104,6,5,42
1131129,2105,0,4,5
1131133,2106,0,7,59
1131134,2107,12,7,11
1131135,2108,48,48,33
1131136,2109,0,0,0
1131137,2110,0,0,1
1131139,2111,0,0,0
1131140,2112,0,0,0
1131141,2113,5,10,88
1131142,2114,3,11,233
1131143,2115,5,6,171
1131144,2116,16,21,259
1131146,2117,18,28,216
1131147,2118,4,4,59
1131148,2119,0,0,0
1131151,2120,0,1,3
1131153,2121,2,1,1
1131159,2122,0,0,0
1131162,2123,0,0,0
1131163,2124,3,11,196
1131164,2125,14,20,259
1131165,2126,8,12,305
1131168,2127,17,30,421
1131169,2128,14,17,435
1131170,2129,6,14,143
1131171,2130,20,36,334
1131172,2131,23,22,236
1131173,2132,13,10,225
1131174,2133,15,34,376
1131176,2134,0,0,0
1131300,2135,16,32,47
1131301,2136,41,50,68
1131302,2137,41,51,58
1131303,2138,2,2,3
1131304,2139,28,22,41
1131305,2140,10,15,39
1131307,2141,4,3,1
1131308,2142,28,34,46
1131309,2143,10,0,2
1131310,2144,28,42,50
1131311,2145,40,38,72
1131312,2146,10,13,20
1131313,2147,14,13,13
1131314,2148,39,45,54
1131315,2149,0,0,3
1131316,2150,14,15,7
1131323,2151,0,0,0
1131324,2152,45,48,115
1131325,2153,45,49,95
1131326,2154,26,21,37
1131327,2155,55,57,52
1131328,2156,0,0,1
1131329,2157,0,0,1
1131401,2158,6,4,2
1131402,2159,44,48,38
1131403,2160,0,0,0
1131404,2161,23,14,10
1131405,2162,6,7,8
1131406,2163,12,12,11
1131407,2164,0,0,0
1131408,2165,0,0,0
1131409,2166,10,12,13
1131410,2167,42,36,39
1131411,2168,67,54,74
1131412,2169,3,2,2
1131700,2170,25,32,55
1131701,2171,22,40,67
1131702,2172,30,55,94
1131703,2173,35,35,91
1131704,2174,10,35,54
1131705,2175,10,35,86
1131706,2176,20,57,72
1131707,2177,4,2,6
1131708,2178,8,17,32
1131709,2179,92,102,121
1131710,2180,37,50,40
1131711,2181,16,32,40
1131712,2182,10,17,103
1131713,2183,11,32,76
1131714,2184,10,11,36
1131715,2185,15,23,40
1131716,2186,32,30,121
1131717,2187,64,71,113
1131718,2188,19,29,57
1131719,2189,25,64,83
1131720,2190,43,63,151
1131721,2191,17,32,122
1131722,2192,49,58,96
1131723,2193,3,4,5
