CNTYVTD,VTDKEY,BinkleyR_24P_President,HaleyR_24P_President,StuckenbergR_24P_President,TrumpR_24P_President,ChristieR_24P_President,RamaswamyR_24P_President,HutchinsonR_24P_President,DeSantisR_24P_President,UncommittedR_24P_President
4393156,8331,0,98,1,296,1,5,2,8,1
4393157,8332,0,49,0,190,1,4,0,1,3
4393160,8333,0,38,0,197,1,2,0,4,2
4393164,8334,0,48,1,193,2,1,1,4,1
4393166,8335,1,41,0,208,0,2,1,3,4
4393172,8336,1,59,1,275,0,2,1,2,2
4393176,8337,1,127,0,403,0,1,0,6,3
4393177,8338,0,116,0,451,2,2,0,7,3
4393183,8339,0,93,1,395,2,6,2,6,5
4393185,8340,0,0,0,0,0,0,0,0,0
4393187,8341,0,35,0,189,1,1,0,1,1
4393192,8342,0,56,0,253,1,0,0,5,2
4393193,8343,0,230,0,567,4,2,0,18,7
4393194,8344,0,46,0,246,0,2,0,0,1
4393196,8345,0,104,1,312,1,2,1,9,3
4393200,8346,0,100,1,280,1,4,0,5,4
4393209,8347,1,309,0,805,6,2,0,13,4
4393212,8348,0,52,0,178,1,1,0,6,2
4393213,8349,0,34,0,166,1,0,0,3,4
4393214,8350,0,86,0,339,1,2,2,4,5
4393215,8351,0,144,1,399,3,4,0,14,2
4393216,8352,0,107,1,349,3,4,0,5,0
4393240,8353,0,82,1,371,1,3,1,3,6
4393247,8354,0,44,0,129,0,2,0,3,1
4393248,8355,0,211,0,592,3,3,0,17,3
4393249,8356,0,104,1,322,2,5,1,5,4
4393254,8357,0,65,1,240,1,0,0,5,5
4393260,8358,0,56,0,229,0,5,0,2,5
4393282,8359,0,66,0,222,2,0,0,4,3
4393283,8360,0,89,1,261,2,1,1,4,0
4393286,8361,0,76,0,149,1,0,0,3,0
4393287,8362,0,61,1,282,4,0,1,7,2
4393289,8363,1,66,0,331,2,0,0,5,0
4393321,8364,0,140,0,415,2,2,2,13,3
4393322,8365,0,110,1,294,3,1,0,8,1
4393323,8366,1,289,1,529,3,2,2,32,4
4393324,8367,0,74,1,281,2,0,1,2,2
4393325,8368,0,40,0,178,1,0,0,4,1
4393325,8369,0,0,0,0,0,0,0,0,0
4393326,8370,0,17,0,112,0,0,0,0,0
4393327,8371,0,85,0,247,1,4,0,3,2
4393329,8372,0,60,0,235,1,1,0,3,0
4393330,8373,0,85,0,191,0,0,0,5,2
4393331,8374,1,247,0,534,7,4,1,16,4
4393332,8375,1,49,0,283,0,1,0,3,2
4393333,8376,0,228,0,594,5,3,0,14,8
4393334,8377,0,75,0,223,2,0,0,4,5
4393335,8378,0,104,0,310,2,2,1,11,3
4393336,8379,1,82,0,226,2,1,0,3,2
4393359,8380,0,143,0,244,2,0,0,8,2
4393361,8381,0,132,1,355,2,5,0,11,5
4393363,8382,0,32,0,186,0,2,0,3,0
4393364,8383,0,26,0,122,0,0,0,0,5
4393365,8384,3,299,1,623,2,2,0,28,5
4393367,8385,1,64,2,272,2,7,0,9,2
4393368,8386,0,47,0,139,0,1,0,3,2
4393372,8387,2,80,0,348,0,2,1,9,4
4393384,8388,0,58,0,222,1,0,0,5,3
4393385,8389,0,245,0,445,4,3,0,13,2
4393386,8390,0,147,0,465,1,1,0,13,4
4393387,8391,1,139,0,431,1,2,0,9,3
4393389,8392,1,79,1,330,1,1,1,9,3
4393390,8393,0,318,1,635,2,3,0,18,2
4393391,8394,1,44,0,195,0,2,1,7,4
4393392,8395,0,131,0,358,2,1,0,10,2
4393396,8396,0,180,0,372,6,4,4,11,2
4393398,8397,1,44,0,185,0,2,0,1,0
4393406,8398,0,0,0,0,0,0,0,0,0
4393409,8399,0,0,0,0,0,0,0,0,0
4393417,8400,0,53,2,215,0,1,0,2,0
4393421,8401,0,98,0,284,4,0,1,5,3
4393422,8402,0,122,0,386,1,2,0,9,5
4393433,8403,0,41,0,103,0,0,0,1,1
4393443,8404,0,104,2,262,2,1,0,5,5
4393446,8405,0,0,0,0,0,0,0,0,0
4393447,8406,0,0,0,0,0,0,0,0,0
4393465,8407,1,80,0,326,0,3,0,8,3
4393469,8408,0,97,0,165,3,0,0,10,1
4393470,8409,0,2,0,21,0,0,0,0,0
4393471,8410,0,129,0,273,0,1,1,10,3
4393486,8411,1,131,0,436,2,2,0,9,3
4393500,8412,0,12,0,82,0,1,0,3,0
4393502,8413,0,87,0,283,0,1,0,7,2
4393507,8414,0,57,0,279,2,2,0,2,3
4393509,8415,0,47,0,244,0,2,0,6,2
4393510,8416,0,213,0,510,2,2,1,14,3
4393511,8417,0,55,1,212,1,0,0,3,2
4393516,8418,1,153,0,341,0,1,0,8,1
4393517,8419,1,69,1,212,1,1,0,5,3
4393526,8420,0,70,0,205,0,1,0,3,5
4393527,8421,0,118,0,411,2,1,1,4,7
4393529,8422,0,145,0,355,2,3,0,11,3
4393530,8423,0,175,0,306,2,1,0,12,7
4393538,8424,0,211,1,456,1,3,1,20,5
4393539,8425,0,0,0,0,0,0,0,0,0
4393542,8426,1,106,1,277,0,5,0,9,1
4393545,8427,0,132,0,380,1,3,1,14,6
4393552,8428,0,52,0,304,1,2,0,5,3
4393554,8429,3,180,1,492,5,2,0,8,6
4393558,8430,0,253,0,448,4,1,2,15,5
4393560,8431,0,0,0,0,0,0,0,0,0
4393562,8432,0,6,0,40,0,0,0,0,0
4393566,8433,0,0,0,0,0,0,0,0,0
4393567,8434,0,66,3,299,1,1,1,3,3
4393570,8435,0,48,1,251,1,2,0,7,5
4393574,8436,0,17,0,52,0,0,0,1,0
4393575,8437,0,0,0,0,0,0,0,0,0
4393579,8438,0,56,0,146,0,1,0,5,1
4393580,8439,0,0,0,0,0,0,0,0,0
4393582,8440,0,0,0,12,0,0,0,0,0
4393583,8441,0,0,0,0,0,0,0,0,0
4393584,8442,0,0,0,0,0,0,0,0,0
4393585,8443,0,0,0,0,0,0,0,0,0
4393590,8444,0,0,0,0,0,0,0,0,0
4393624,8445,0,7,0,30,0,0,0,1,1
4393626,8446,0,64,0,103,0,0,0,5,1
4393637,8447,0,42,0,168,0,1,1,6,2
4393646,8448,0,43,2,259,0,3,0,7,4
4393647,8449,0,96,1,342,2,2,0,11,3
4393648,8450,0,105,1,381,3,0,1,10,1
4393653,8451,0,0,0,0,0,0,0,0,0
4393654,8452,0,0,0,0,0,0,0,0,0
4393661,8453,0,1,0,1,0,0,0,0,0
4393663,8454,0,0,0,2,0,0,0,0,0
4393664,8455,0,0,0,0,0,0,0,0,0
4393665,8456,0,0,0,5,0,0,0,0,0
4393667,8457,0,2,0,15,0,1,0,0,1
4393668,8458,0,19,0,45,0,0,0,0,0
4393669,8459,0,0,0,0,0,0,0,0,0
4393671,8460,0,28,1,138,1,0,0,3,0
4393695,8461,0,82,0,247,0,0,0,3,1
4393696,8462,1,94,1,432,0,4,0,9,6
4393698,8463,0,119,0,368,5,2,1,5,9
4393700,8464,0,33,0,157,1,0,0,3,1
4393706,8465,3,64,0,237,0,2,0,7,4
4393709,8466,1,44,0,117,1,0,0,1,2
4393716,8467,0,80,0,302,0,0,0,6,5
4393720,8468,0,127,2,431,2,5,0,9,3
4393725,8469,0,69,0,329,3,3,0,6,2
4393728,8470,0,122,0,287,1,3,0,11,1
4393729,8471,0,6,2,55,0,0,0,0,1
4393732,8472,0,63,0,227,0,0,1,5,6
4393735,8473,3,68,0,175,2,3,0,7,2
4393750,8474,0,0,0,0,0,0,0,0,0
4393757,8475,0,0,0,0,0,0,0,0,0
4393759,8476,0,0,0,0,0,0,0,0,0
4393822,8477,0,0,0,0,0,0,0,0,0
4393826,8478,0,0,0,0,0,0,0,0,0
4393841,8479,0,32,0,222,2,5,0,8,4
4393842,8480,0,72,1,172,3,2,2,4,0
4393847,8481,1,58,1,270,1,0,1,2,1
4393850,8482,1,39,0,312,1,1,0,5,1
4394006,8483,0,19,0,12,0,1,1,0,1
4394016,8484,1,109,0,115,4,1,2,6,6
4394017,8485,1,8,0,56,0,1,0,2,0
4394018,8486,0,13,0,120,0,2,0,0,2
4394020,8487,0,20,0,142,1,3,0,4,4
4394042,8488,0,11,0,148,0,1,0,1,0
4394044,8489,0,59,0,342,1,2,0,6,4
4394045,8490,0,147,0,462,3,3,1,12,4
4394046,8491,0,98,0,434,2,1,2,10,4
4394047,8492,1,100,1,589,4,0,0,7,7
4394048,8493,0,1,0,12,0,0,0,0,0
4394050,8494,0,4,0,31,0,0,0,0,0
4394051,8495,0,0,0,0,0,0,0,0,0
4394053,8496,0,31,0,125,0,1,0,1,2
4394057,8497,1,81,0,87,0,0,1,0,2
4394060,8498,1,92,0,101,1,3,0,1,3
4394065,8499,2,107,0,490,2,1,0,10,4
4394067,8500,0,3,0,36,0,0,0,1,0
4394068,8501,0,2,0,27,0,0,0,1,0
4394069,8502,0,117,0,429,3,2,0,7,4
4394070,8503,0,98,0,223,1,0,0,2,5
4394073,8504,0,5,0,48,0,0,0,2,0
4394077,8505,0,13,0,28,0,0,0,1,0
4394086,8506,0,321,0,461,5,2,3,15,6
4394087,8507,0,0,1,8,0,0,0,1,0
4394091,8508,1,61,1,325,1,0,2,2,1
4394092,8509,0,0,0,13,1,0,0,1,0
4394093,8510,0,9,0,29,1,0,0,0,0
4394096,8511,0,51,1,58,0,0,0,2,0
4394097,8512,0,7,0,19,0,0,0,1,0
4394101,8513,0,13,0,61,2,0,0,2,2
4394102,8514,0,8,0,62,0,1,0,0,0
4394107,8515,0,2,0,36,0,0,0,0,0
4394110,8516,0,6,0,32,0,0,0,0,1
4394113,8517,0,13,0,39,0,1,1,1,1
4394115,8518,0,93,1,127,0,0,0,0,1
4394116,8519,0,171,0,288,4,4,0,6,4
4394118,8520,1,68,0,84,1,3,0,5,2
4394121,8521,0,70,0,286,4,2,1,6,2
4394122,8522,0,6,0,36,0,0,0,0,0
4394123,8523,1,3,0,33,1,0,0,0,0
4394124,8524,1,82,0,121,1,2,0,1,2
4394125,8525,0,8,0,39,0,0,0,0,0
4394128,8526,1,48,0,283,1,2,0,6,1
4394129,8527,0,91,0,159,2,0,0,3,3
4394130,8528,0,350,1,364,8,2,1,10,6
4394135,8529,0,25,0,123,1,1,0,0,4
4394136,8530,1,38,0,155,0,2,0,0,2
4394137,8531,0,138,0,194,4,0,0,1,4
4394138,8532,1,3,0,57,0,0,0,1,0
4394141,8533,0,32,0,247,1,3,0,1,1
4394144,8534,0,88,1,209,1,0,0,2,3
4394155,8535,0,18,0,49,0,0,0,3,0
4394159,8536,0,8,0,141,0,1,0,1,1
4394162,8537,0,4,0,32,0,0,0,0,0
4394163,8538,0,93,0,148,0,4,2,2,4
4394178,8539,0,165,0,341,5,5,0,8,9
4394179,8540,0,21,0,78,0,0,1,4,1
4394182,8541,1,332,0,335,3,2,1,18,5
4394191,8542,0,21,0,163,1,1,0,0,2
4394195,8543,0,2,0,33,0,0,0,0,1
4394201,8544,0,1,0,26,0,0,0,1,0
4394202,8545,1,22,0,106,1,0,0,2,2
4394203,8546,0,26,0,100,0,0,0,1,1
4394204,8547,1,48,2,317,2,1,1,7,5
4394218,8548,0,24,0,112,0,0,0,0,1
4394222,8549,0,9,0,89,0,0,0,0,2
4394230,8550,1,225,0,435,5,7,0,16,5
4394231,8551,0,3,0,37,0,0,0,0,0
4394232,8552,1,33,0,155,1,2,0,0,2
4394233,8553,0,17,0,28,0,1,0,0,0
4394234,8554,1,139,2,426,2,6,0,8,4
4394239,8555,0,0,0,12,0,0,0,0,0
4394242,8556,0,27,0,106,0,0,0,2,1
4394243,8557,1,70,0,201,0,3,0,0,2
4394245,8558,0,0,0,2,0,0,0,1,0
4394245,8559,0,0,0,0,0,0,0,0,0
4394250,8560,0,70,0,196,2,1,1,12,4
4394252,8561,0,32,0,104,0,1,1,2,3
4394253,8562,0,22,0,37,0,1,0,2,0
4394256,8563,0,5,0,12,0,1,0,1,0
4394259,8564,1,59,0,232,0,0,1,1,3
4394261,8565,2,38,0,236,1,2,0,0,4
4394272,8566,0,17,0,75,1,1,0,3,1
4394276,8567,0,64,0,244,1,1,0,6,2
4394284,8568,0,11,0,51,0,0,0,0,0
4394285,8569,0,6,0,20,0,0,0,1,0
4394288,8570,0,0,0,4,0,0,0,0,0
4394290,8571,0,26,0,221,1,1,1,1,2
4394312,8572,0,2,0,7,0,0,0,0,0
4394328,8573,1,23,0,131,1,3,0,3,3
4394338,8574,1,58,1,241,2,2,0,5,2
4394340,8575,0,85,0,327,1,2,0,3,2
4394342,8576,0,173,0,321,5,3,0,8,6
4394343,8577,2,257,0,312,2,2,2,15,2
4394344,8578,0,137,0,206,1,1,1,11,5
4394350,8579,0,71,0,91,1,1,0,1,0
4394362,8580,0,0,0,0,0,0,0,0,0
4394369,8581,0,153,0,500,1,2,0,9,8
4394370,8582,0,0,0,0,0,0,0,0,0
4394371,8583,1,144,0,527,1,4,0,9,3
4394373,8584,0,10,0,30,0,0,0,0,1
4394374,8585,0,55,1,250,1,1,1,2,1
4394375,8586,2,140,0,485,2,4,0,8,6
4394395,8587,0,7,0,104,1,0,0,2,0
4394397,8588,0,4,0,45,0,1,0,0,0
4394399,8589,0,9,0,35,0,0,0,0,0
4394400,8590,0,6,0,30,1,0,0,0,0
4394410,8591,0,77,0,268,0,1,0,7,0
4394429,8592,0,50,0,271,2,2,0,3,3
4394432,8593,0,0,0,0,0,0,0,0,0
4394452,8594,1,62,0,250,1,3,0,7,13
4394454,8595,1,34,3,317,1,0,1,6,4
4394456,8596,0,83,0,145,1,2,1,5,3
4394458,8597,0,0,0,1,0,0,0,0,0
4394475,8598,0,0,0,4,0,0,0,0,0
4394478,8599,0,0,0,0,0,0,0,0,0
4394480,8600,0,80,0,161,2,0,0,5,0
4394483,8601,0,0,0,1,0,0,0,0,0
4394485,8602,0,8,0,28,0,1,0,0,0
4394487,8603,0,0,0,0,0,0,0,0,0
4394492,8604,0,23,0,44,0,0,0,6,0
4394493,8605,0,82,0,126,0,0,0,1,2
4394494,8606,0,1,0,7,0,0,0,0,1
4394495,8607,0,1,0,8,0,0,0,0,0
4394496,8608,1,3,0,18,0,0,0,1,0
4394497,8609,0,16,0,94,0,0,0,0,2
4394498,8610,0,78,0,84,1,2,0,6,1
4394499,8611,0,24,0,83,0,0,0,2,0
4394503,8612,0,9,1,47,0,0,0,0,0
4394508,8613,0,67,1,321,1,0,0,3,0
4394512,8614,0,0,0,0,0,0,0,0,0
4394528,8615,0,97,1,371,3,3,0,5,4
4394531,8616,0,73,1,335,1,2,1,8,0
4394532,8617,0,71,0,238,1,0,0,2,3
4394533,8618,0,49,0,150,0,2,0,1,4
4394534,8619,1,67,2,359,1,5,0,2,4
4394540,8620,2,46,0,312,2,2,0,1,3
4394551,8621,1,48,0,236,0,1,0,1,5
4394563,8622,0,0,0,0,0,0,0,0,0
4394565,8623,0,0,0,4,0,0,0,0,0
4394568,8624,0,2,0,12,0,0,0,0,0
4394572,8625,0,1,0,1,0,0,0,0,0
4394573,8626,0,0,0,0,0,0,0,0,0
4394587,8627,0,0,0,1,0,0,0,0,0
4394588,8628,0,112,0,458,3,1,0,12,4
4394591,8629,0,65,0,249,2,1,0,5,1
4394592,8630,0,0,0,0,0,0,0,0,0
4394593,8631,0,3,0,29,0,0,0,0,0
4394595,8632,0,1,0,6,0,0,0,0,0
4394596,8633,0,1,0,3,0,0,0,0,0
4394599,8634,0,54,0,228,1,1,0,7,8
4394602,8635,0,0,0,0,0,0,0,0,0
4394604,8636,0,0,0,0,0,0,0,0,0
4394615,8637,0,0,0,0,0,0,0,0,0
4394620,8638,0,0,0,1,0,0,0,0,0
4394629,8639,0,0,0,0,0,0,0,0,0
4394630,8640,0,0,0,0,0,0,0,0,0
4394632,8641,0,0,0,0,0,0,0,0,0
4394634,8642,0,46,0,41,0,0,0,2,2
4394638,8643,0,42,0,124,0,0,0,3,3
4394640,8644,0,8,0,16,0,0,0,2,1
4394649,8645,0,79,1,378,3,1,1,6,5
4394650,8646,0,93,0,330,2,1,1,13,4
4394666,8647,0,0,0,0,0,0,0,0,0
4394682,8648,0,4,0,16,0,0,0,0,1
4394683,8649,0,0,0,0,0,0,0,0,0
4394685,8650,0,0,0,0,0,0,0,0,0
4394686,8651,0,0,0,0,0,0,0,0,0
4394687,8652,0,2,0,8,0,0,0,0,0
4394689,8653,0,2,0,17,0,0,0,0,0
4394694,8654,0,41,1,230,0,3,0,1,0
4394702,8655,0,37,0,156,2,0,0,4,1
4394703,8656,0,36,0,144,1,0,0,1,2
4394705,8657,0,24,1,176,0,0,0,2,0
4394707,8658,0,27,0,70,1,2,0,0,1
4394711,8659,0,67,0,191,1,2,0,9,4
4394713,8660,0,84,0,317,4,2,1,9,3
4394724,8661,0,37,0,153,1,1,0,3,0
4394730,8662,0,79,4,400,3,0,0,8,3
4394733,8663,1,33,1,146,0,0,0,5,1
4394736,8664,0,44,0,279,2,0,0,4,4
4394737,8665,0,27,0,142,1,5,0,1,0
4394737,8666,0,0,0,3,0,0,0,0,0
4394820,8667,0,0,0,0,0,0,0,0,0
4394829,8668,0,33,0,138,0,0,0,4,0
4394830,8669,1,51,1,273,1,0,0,2,2
4394832,8670,0,17,0,84,0,1,0,3,2
4394833,8671,0,109,0,313,1,2,1,13,4
4394836,8672,0,35,0,208,0,1,0,2,3
4394844,8673,0,26,0,141,1,2,0,0,1
4394846,8674,1,31,0,102,0,1,0,2,3
4394846,8675,0,0,0,0,0,0,0,0,0
4394849,8676,0,42,0,192,1,0,0,2,1
4410101,8677,0,135,0,546,2,5,0,20,38
4410102,8678,2,143,0,372,3,2,1,7,28
4410103,8679,0,85,0,379,1,1,1,9,32
4410104,8680,0,311,0,574,4,3,6,20,66
4410105,8681,1,69,1,359,3,1,2,9,15
4410106,8682,0,16,0,87,0,0,0,1,6
4410107,8683,2,11,0,160,1,0,0,1,1
4410108,8684,0,69,0,418,3,2,0,9,12
4410109,8685,0,7,0,85,0,0,0,5,1
4410110,8686,0,5,0,36,1,1,2,0,1
4410201,8687,1,27,0,127,2,2,0,5,11
4410202,8688,0,41,0,226,2,0,1,3,7
4410203,8689,0,64,1,350,1,1,2,10,26
4410204,8690,0,112,1,326,1,2,1,8,31
4410205,8691,1,49,0,317,0,0,0,7,9
4410206,8692,2,53,0,517,3,2,0,14,19
4410207,8693,0,3,0,53,0,2,0,1,1
4410301,8694,0,87,0,327,3,3,2,10,26
4410302,8695,0,124,2,404,3,3,1,21,30
4410303,8696,2,97,0,693,0,0,0,13,24
4410304,8697,1,138,1,465,5,3,1,9,26
4410305,8698,1,262,1,831,2,7,0,25,39
4410306,8699,1,327,1,1062,8,4,2,30,59
4410307,8700,1,215,2,930,6,6,0,27,42
4410308,8701,1,91,0,568,3,1,0,15,21
4410401,8702,0,129,0,546,4,7,1,20,25
4410402,8703,0,234,0,406,11,3,2,22,76
4410403,8704,0,122,1,277,5,2,1,11,35
4410404,8705,1,112,2,279,4,1,3,4,28
4410405,8706,0,47,0,208,1,0,2,4,10
4410406,8707,3,311,1,608,9,4,0,36,57
4410407,8708,0,51,0,206,4,0,2,3,14
4410408,8709,0,202,0,1057,4,3,2,28,34
4410409,8710,1,49,0,313,0,3,0,4,9
4430001,8711,0,4,0,44,0,0,0,0,1
4430002,8712,0,5,0,39,0,0,0,1,1
4430002,8713,0,0,0,8,0,0,0,0,0
4430003,8714,0,5,1,47,0,0,0,1,1
4430004,8715,0,3,0,19,0,0,0,0,0
4430004,8716,0,0,0,8,0,0,0,0,0
4430004,8717,0,0,0,6,0,0,0,0,0
4450101,8718,0,60,0,532,2,1,1,5,18
4450201,8719,0,16,0,117,0,1,1,0,1
4450202,8720,0,11,0,85,0,0,0,1,1
4450301,8721,0,24,1,164,0,1,0,5,3
4450401,8722,0,27,1,161,0,0,0,3,1
4450402,8723,0,1,0,48,0,1,0,2,0
4470001,8724,0,9,0,79,1,0,0,1,1
4470002,8725,0,11,0,87,0,0,0,0,2
4473003,8726,0,12,0,75,0,0,1,0,1
4474005,8727,0,0,0,25,0,1,0,0,1
4474006,8728,0,0,1,55,0,0,0,0,0
4490001,8729,1,1,0,25,0,0,0,0,0
4490002,8730,0,10,0,124,0,0,0,1,0
4490003,8731,0,11,0,158,1,2,0,1,3
4490004,8732,0,28,0,177,1,0,1,2,3
4490005,8733,0,6,1,86,0,0,0,1,0
4490006,8734,0,32,1,296,4,1,2,0,5
4490007,8735,0,29,0,281,2,1,0,4,3
4490008,8736,0,10,0,60,2,0,0,0,1
4490009,8737,0,5,1,90,0,0,0,1,2
4490010,8738,0,26,0,278,2,1,0,3,0
4490011,8739,0,2,0,34,0,0,0,0,1
4490012,8740,0,2,0,81,0,0,0,0,0
4490014,8741,0,20,1,236,2,0,0,3,2
4490015,8742,0,30,0,177,2,2,0,2,4
4490016,8743,0,73,0,554,2,4,3,7,15
4490017,8744,0,3,0,18,0,0,0,1,2
4490018,8745,0,3,1,44,0,0,0,0,0
4490019,8746,1,17,0,91,2,0,0,0,3
4490020,8747,0,52,2,219,0,0,2,6,4
4510106,8748,1,24,0,134,0,3,1,2,1
4510107,8749,1,13,0,129,2,0,1,4,4
4510108,8750,1,34,0,231,2,1,0,4,2
4510112,8751,0,35,0,302,0,3,0,4,4
4510114,8752,0,1,0,33,0,0,0,0,1
4510124,8753,0,9,0,63,0,0,0,2,2
4510137,8754,0,52,0,215,1,1,1,4,3
4510144,8755,1,21,0,127,1,2,0,2,2
4510146,8756,1,46,0,274,5,4,0,3,10
4510201,8757,0,60,0,338,3,2,0,5,4
4510213,8758,0,146,0,896,5,7,0,18,14
4510215,8759,1,132,0,496,6,2,0,12,11
4510225,8760,0,4,0,31,0,0,0,0,0
4510228,8761,0,132,0,371,5,4,2,12,20
4510230,8762,1,153,0,628,11,9,3,21,5
4510241,8763,1,378,0,1344,23,12,4,32,37
4510304,8764,0,69,0,523,1,1,1,8,7
4510306,8765,0,36,0,208,1,5,1,6,6
4510308,8766,0,5,0,38,0,0,0,0,1
4510318,8767,0,43,0,381,1,3,0,12,3
4510319,8768,0,185,1,620,12,5,3,18,23
4510327,8769,0,37,0,203,4,1,0,0,2
4510348,8770,0,26,0,260,0,2,2,3,1
4510351,8771,0,26,0,93,2,0,0,2,1
4510358,8772,0,78,0,534,4,2,0,9,9
4510401,8773,0,3,0,23,0,1,0,0,1
4510402,8774,1,138,0,405,6,8,2,11,15
4510420,8775,1,27,2,128,2,1,0,1,4
4510421,8776,3,171,1,758,3,8,0,21,18
4510422,8777,1,49,0,442,3,3,0,11,9
4510423,8778,0,47,0,344,1,2,1,5,3
4510424,8779,0,78,1,341,4,4,4,5,8
4510434,8780,0,23,0,105,1,2,2,0,1
4510435,8781,0,29,0,122,0,1,0,4,3
4510436,8782,0,241,1,576,12,14,3,15,24
4530100,8783,0,30,0,39,0,0,0,0,3
4530101,8784,0,24,0,19,0,1,0,1,3
4530102,8785,0,36,0,22,0,1,0,2,0
4530103,8786,0,16,0,16,0,1,0,0,0
4530104,8787,0,37,1,19,0,0,0,2,3
4530105,8788,0,25,0,23,1,3,0,4,0
4530106,8789,0,114,0,42,1,1,0,2,0
4530107,8790,1,74,0,33,1,1,0,2,3
4530110,8791,0,18,0,21,0,0,0,0,1
4530111,8792,0,19,0,30,0,0,0,2,4
4530112,8793,0,19,1,20,0,0,0,0,1
4530113,8794,0,39,0,39,0,2,0,1,3
4530114,8795,0,34,0,15,0,0,0,0,1
4530115,8796,0,3,0,3,0,0,0,0,0
4530116,8797,1,29,0,39,0,2,0,0,2
4530117,8798,0,37,0,23,1,0,0,1,7
4530120,8799,0,6,0,26,0,0,0,0,0
4530121,8800,0,18,0,18,0,0,0,1,2
4530122,8801,0,11,0,26,1,1,0,0,0
4530123,8802,0,18,0,26,1,1,0,1,0
4530124,8803,0,13,0,33,1,1,1,0,2
4530125,8804,0,8,0,37,0,0,0,0,0
4530126,8805,0,50,0,100,1,5,0,1,2
4530127,8806,1,31,0,109,0,2,0,1,1
4530130,8807,0,24,0,36,1,1,0,2,0
4530131,8808,0,22,0,56,1,0,0,1,2
4530132,8809,0,15,0,46,2,0,0,0,4
4530133,8810,0,13,1,43,1,0,0,2,3
4530134,8811,0,38,0,69,0,3,0,2,4
4530135,8812,0,14,0,52,1,1,0,0,0
4530136,8813,0,33,0,38,0,0,0,1,1
4530137,8814,0,50,0,61,0,0,0,1,2
4530138,8815,0,60,0,88,2,2,0,4,5
4530140,8816,0,2,0,0,0,1,0,0,0
4530141,8817,0,44,0,149,1,0,0,4,4
4530142,8818,0,68,0,113,1,0,0,5,2
4530143,8819,0,18,0,88,0,1,0,2,2
4530144,8820,0,19,0,55,1,0,0,5,0
4530145,8821,1,33,0,104,0,0,0,3,2
4530146,8822,0,15,0,27,0,0,0,0,1
4530150,8823,0,55,0,152,0,0,0,4,7
4530150,8824,0,0,0,2,0,0,0,0,0
4530151,8825,2,56,1,84,1,2,0,4,4
4530151,8826,0,0,0,0,0,0,0,0,0
4530152,8827,0,56,0,121,1,1,0,3,2
4530153,8828,0,104,0,228,2,1,1,2,5
4530154,8829,0,62,0,185,2,2,1,5,4
4530154,8830,0,0,0,0,0,0,0,0,0
4530155,8831,0,53,0,138,0,0,0,0,0
4530156,8832,1,49,0,140,0,0,1,4,2
4530160,8833,1,30,1,102,2,0,0,0,3
4530161,8834,0,18,0,55,0,0,0,0,2
4530162,8835,0,56,0,149,0,0,0,5,7
4530163,8836,0,55,0,126,1,0,1,3,4
4530164,8837,0,38,0,108,0,2,0,4,1
4530165,8838,0,23,0,86,0,3,1,3,2
4530170,8839,0,23,0,89,0,1,1,0,3
4530171,8840,0,56,0,161,1,4,0,2,4
4530172,8841,0,21,0,27,1,0,0,1,0
4530173,8842,1,36,0,125,0,1,0,3,1
4530174,8843,0,29,0,57,0,1,0,3,4
4530175,8844,0,0,0,0,0,0,0,0,0
4530176,8845,0,0,0,0,0,1,0,0,0
4530177,8846,0,73,1,177,2,0,0,4,7
4530178,8847,0,36,0,108,0,1,0,3,7
4530180,8848,0,23,1,104,1,0,0,1,2
4530181,8849,0,18,0,35,0,0,0,1,3
4530182,8850,0,22,0,42,0,0,0,1,1
4530183,8851,0,13,0,27,0,0,0,0,2
4530184,8852,0,26,1,55,2,0,1,0,2
4530185,8853,1,11,0,63,0,0,0,2,1
4530186,8854,0,25,1,63,0,4,1,1,1
4530190,8855,0,15,0,31,0,0,1,0,1
4530191,8856,0,57,1,104,1,0,0,2,5
4530192,8857,0,45,0,92,1,3,0,1,8
4530193,8858,0,48,0,70,1,1,1,4,4
4530194,8859,2,49,0,56,1,0,0,3,2
4530200,8860,0,98,0,59,0,1,1,4,5
4530201,8861,0,193,0,131,1,1,0,6,3
4530202,8862,0,42,0,16,2,2,1,2,0
4530203,8863,0,32,0,22,3,0,0,0,5
4530204,8864,0,62,1,44,0,0,0,2,1
4530205,8865,0,123,0,73,3,0,0,4,1
4530206,8866,0,36,0,20,2,0,0,0,3
4530207,8867,0,42,0,32,0,1,0,0,1
4530210,8868,0,64,0,45,0,2,0,2,1
4530211,8869,0,88,1,51,1,0,0,2,2
4530212,8870,0,67,0,45,0,0,1,3,1
4530213,8871,0,53,0,27,0,0,0,2,2
4530214,8872,0,33,0,19,0,0,1,0,1
4530215,8873,0,11,0,9,0,1,0,0,0
4530216,8874,0,44,0,50,1,1,1,2,1
4530220,8875,0,92,0,79,1,1,0,1,8
4530221,8876,0,94,1,51,1,1,1,2,3
4530223,8877,0,62,0,52,1,0,0,4,4
4530224,8878,0,57,1,31,1,0,0,1,3
4530225,8879,0,56,0,35,3,1,0,1,1
4530226,8880,0,69,0,73,0,1,1,2,7
4530227,8881,0,39,0,63,3,1,0,1,2
4530230,8882,0,145,0,92,1,1,0,3,7
4530231,8883,0,212,0,163,1,2,0,5,12
4530232,8884,1,171,0,142,8,1,1,5,2
