CNTYVTD,VTDKEY,CruzR_24P_U.S. Sen,GibsonR_24P_U.S. Sen,LopezR_24P_U.S. Sen
1410104,3434,126,14,16
1410105,3435,132,11,14
1410106,3436,102,6,5
1410107,3437,98,5,8
1410108,3438,145,9,10
1410109,3439,109,6,6
1410110,3440,129,9,9
1410111,3441,34,0,3
1410112,3442,131,14,18
1410113,3443,100,6,13
1410114,3444,108,8,20
1410115,3445,106,6,10
1410116,3446,131,5,13
1410117,3447,106,13,9
1410118,3448,89,6,11
1410119,3449,97,4,8
1410120,3450,102,12,9
1410121,3451,71,5,7
1410122,3452,105,3,8
1410123,3453,74,6,4
1410124,3454,74,3,7
1410125,3455,141,10,15
1410126,3456,175,6,18
1410127,3457,17,1,1
1410128,3458,172,9,10
1410129,3459,121,10,12
1410130,3460,136,11,15
1410131,3461,81,0,9
1410132,3462,2,0,1
1410133,3463,61,4,3
1410134,3464,27,3,9
1410135,3465,31,3,3
1410136,3466,21,1,6
1410137,3467,23,1,1
1410138,3468,30,3,5
1410139,3469,53,2,6
1410140,3470,25,5,7
1410141,3471,39,2,1
1410142,3472,16,2,6
1410143,3473,35,4,4
1410144,3474,54,2,5
1410145,3475,38,2,4
1410146,3476,16,0,4
1410147,3477,42,1,2
1410148,3478,57,2,6
1410149,3479,52,6,9
1410150,3480,32,3,4
1410151,3481,39,2,4
1410152,3482,34,4,2
1410153,3483,44,5,5
1410154,3484,32,5,3
1410155,3485,18,2,2
1410156,3486,34,0,1
1410157,3487,9,0,0
1410158,3488,98,8,9
1410159,3489,8,1,3
1410160,3490,52,3,8
1410161,3491,30,1,3
1410162,3492,53,3,5
1410163,3493,61,4,4
1410164,3494,61,2,8
1410165,3495,58,6,8
1410166,3496,145,11,13
1410167,3497,54,6,8
1410168,3498,14,2,2
1410169,3499,45,2,5
1410170,3500,166,9,14
1410171,3501,28,1,2
1410172,3502,81,3,8
1410173,3503,27,5,1
1410174,3504,2,0,0
1410175,3505,9,0,0
1410176,3506,56,5,13
1410177,3507,31,4,1
1410178,3508,61,4,1
1410179,3509,8,1,1
1410180,3510,17,2,6
1410181,3511,194,10,14
1410182,3512,97,4,10
1410183,3513,0,0,0
1410184,3514,0,0,0
1410185,3515,50,4,1
1410186,3516,35,4,1
1410187,3517,0,0,0
1410188,3518,3,1,0
1410189,3519,3,0,1
1410190,3520,3,0,1
1410191,3521,5,0,0
1410192,3522,258,18,24
1410193,3523,154,7,12
1410194,3524,132,13,9
1410195,3525,138,9,8
1410196,3526,102,4,13
1410197,3527,97,4,9
1410198,3528,56,5,18
1410199,3529,82,3,5
1410200,3530,26,0,0
1410201,3531,114,4,13
1410202,3532,108,9,21
1410203,3533,194,10,29
1410204,3534,86,5,8
1410205,3535,61,2,7
1410206,3536,3,1,3
1410207,3537,33,2,5
1410208,3538,18,5,9
1410209,3539,6,0,1
1410209,3540,0,0,0
1410210,3541,0,0,0
1410211,3542,0,0,0
1410211,3543,0,0,0
1410212,3544,35,2,1
1410213,3545,1,0,0
1410214,3546,0,0,0
1410215,3547,130,12,15
1410216,3548,1,0,0
1410217,3549,11,2,0
1410218,3550,1,1,1
1410219,3551,18,0,3
1410220,3552,18,0,1
1410221,3553,0,0,0
1430010,3554,127,4,4
1430011,3555,77,2,5
1430012,3556,359,11,14
1430018,3557,508,15,22
1430019,3558,305,21,13
1430020,3559,256,9,9
1430021,3560,298,9,7
1430023,3561,119,5,2
1430024,3562,272,11,19
1430025,3563,204,3,8
1430030,3564,231,9,11
1430031,3565,370,15,16
1430032,3566,406,22,21
1430033,3567,84,10,8
1430034,3568,470,17,20
1430035,3569,6,0,0
1430041,3570,239,7,12
1430044,3571,622,15,22
1430045,3572,245,17,20
1430046,3573,99,4,7
1430047,3574,92,9,6
1450101,3575,63,5,5
1450102,3576,167,10,11
1450103,3577,192,15,2
1450201,3578,164,6,4
1450202,3579,81,8,6
1450203,3580,21,1,2
1450301,3581,198,12,7
1450302,3582,252,21,5
1450303,3583,139,6,3
1450401,3584,163,9,4
1450402,3585,193,9,9
1450403,3586,137,9,0
1470001,3587,353,26,14
1470002,3588,426,18,9
1470003,3589,127,10,2
1470004,3590,403,30,24
1470005,3591,218,7,2
1470006,3592,249,15,5
1470007,3593,130,11,9
1470009,3594,359,20,3
1470010,3595,658,42,27
1470011,3596,677,48,20
1470012,3597,400,21,10
1470013,3598,113,5,3
1470015,3599,324,17,12
1470016,3600,123,10,5
1470017,3601,260,14,16
1470018,3602,634,38,32
1470019,3603,515,43,34
1490110,3604,310,16,10
1490112,3605,326,21,12
1490204,3606,462,24,13
1490207,3607,573,33,17
1490315,3608,199,8,12
1490316,3609,540,28,10
1490422,3610,283,20,13
1490423,3611,305,19,9
1490425,3612,706,34,32
149101,3613,465,37,34
149201,3614,372,19,17
149301,3615,463,29,37
1510001,3616,161,6,1
1510004,3617,153,1,6
1510010,3618,139,9,3
1510010,3619,0,0,0
1510012,3620,138,7,1
1530001,3621,282,20,15
1530002,3622,241,10,3
1530003,3623,105,9,3
1530004,3624,130,7,9
1550101,3625,81,9,4
1550201,3626,98,9,3
1550301,3627,71,3,2
1550401,3628,57,5,3
1571004,3629,465,18,45
1571005,3630,411,22,23
1571006,3631,1944,110,173
1571008,3632,215,4,6
1571013,3633,301,13,16
1571014,3634,865,51,49
1571019,3635,201,12,7
1571038,3636,598,44,71
1571041,3637,414,31,28
1571054,3638,59,0,4
1571057,3639,720,36,49
1571063,3640,741,32,34
1571103,3641,930,38,52
1571104,3642,977,54,64
1571122,3643,623,46,66
1571130,3644,569,32,39
1571132,3645,481,45,54
1571133,3646,567,41,44
1571142,3647,496,27,37
1571143,3648,701,50,93
1571144,3649,682,34,68
1571145,3650,312,14,29
1571146,3651,569,52,53
1571148,3652,1421,90,122
1571148,3653,0,0,0
1571149,3654,1529,54,61
1571156,3655,530,20,32
1571159,3656,235,15,31
1571160,3657,213,11,17
1571165,3658,569,25,26
1572003,3659,67,5,8
1572007,3660,814,33,67
1572009,3661,637,38,48
1572010,3662,794,25,26
1572017,3663,27,0,5
1572018,3664,430,12,21
1572021,3665,222,3,7
1572023,3666,28,4,0
1572028,3667,276,13,12
1572030,3668,431,19,24
1572031,3669,25,2,4
1572033,3670,71,2,6
1572034,3671,46,3,8
1572036,3672,14,2,1
1572050,3673,26,0,3
1572051,3674,11,1,2
1572052,3675,8,2,5
1572055,3676,2,2,0
1572056,3677,21,5,3
1572058,3678,70,7,9
1572059,3679,25,5,4
1572061,3680,315,31,38
1572068,3681,107,2,2
1572070,3682,79,7,5
1572075,3683,17,2,2
1572077,3684,48,5,5
1572081,3685,59,1,7
1572085,3686,339,19,31
1572087,3687,297,12,25
1572088,3688,44,5,8
1572089,3689,10,0,0
1572090,3690,110,6,6
1572091,3691,50,2,9
1572094,3692,0,0,0
1572097,3693,443,27,41
1572108,3694,270,21,34
1572109,3695,124,3,5
1572114,3696,58,4,3
1572115,3697,76,2,8
1572116,3698,25,4,0
1572118,3699,653,42,61
1572120,3700,538,31,41
1572123,3701,7,1,1
1572128,3702,548,20,38
1572134,3703,111,11,13
1572136,3704,40,3,3
1572151,3705,183,12,12
1572152,3706,246,13,6
1572153,3707,15,4,3
1572161,3708,170,3,2
1572171,3709,180,18,13
1573011,3710,241,16,20
1573016,3711,324,18,23
1573020,3712,494,17,33
1573022,3713,467,21,29
1573027,3714,0,0,0
1573029,3715,394,31,42
1573035,3716,203,14,25
1573042,3717,198,9,11
1573043,3718,28,1,4
1573044,3719,382,32,45
1573045,3720,153,6,14
1573046,3721,302,31,39
1573047,3722,91,3,10
1573049,3723,217,23,17
1573053,3724,0,0,0
1573060,3725,132,10,13
1573062,3726,369,29,35
1573064,3727,422,20,24
1573065,3728,470,43,60
1573065,3729,0,0,0
1573071,3730,33,3,5
1573078,3731,20,1,0
1573079,3732,38,8,4
1573080,3733,147,16,23
1573084,3734,196,25,25
1573086,3735,126,12,12
1573092,3736,69,7,4
1573093,3737,27,2,3
1573096,3738,119,4,11
1573098,3739,162,6,17
1573102,3740,180,23,23
1573105,3741,44,3,5
1573107,3742,382,20,31
1573110,3743,304,23,25
1573111,3744,178,9,11
1573112,3745,9,0,0
1573119,3746,525,41,37
1573121,3747,61,1,5
1573125,3748,263,16,27
1573126,3749,49,2,3
1573127,3750,259,23,44
1573127,3751,0,0,0
1573129,3752,820,72,120
1573131,3753,236,20,28
1573131,3754,0,0,0
1573135,3755,563,51,113
1573137,3756,26,3,1
1573138,3757,20,1,3
1573139,3758,119,10,15
1573140,3759,423,23,32
1573147,3760,302,34,46
1573155,3761,154,12,11
1573157,3762,69,8,6
1573158,3763,109,16,29
1573166,3764,0,0,0
1573168,3765,12,2,2
1573169,3766,26,5,4
1573172,3767,88,7,5
1573174,3768,99,8,23
1573175,3769,61,3,4
1574001,3770,441,20,26
1574002,3771,17,1,0
1574012,3772,228,14,7
1574015,3773,304,13,14
1574024,3774,112,4,4
1574025,3775,541,18,44
1574026,3776,351,15,42
1574032,3777,55,9,8
1574037,3778,266,15,24
1574039,3779,48,3,12
1574040,3780,75,3,11
1574048,3781,101,3,6
1574066,3782,148,7,18
1574067,3783,187,13,21
1574069,3784,256,26,34
1574072,3785,26,0,0
1574073,3786,220,11,11
1574073,3787,0,0,0
1574074,3788,304,15,11
1574076,3789,240,10,26
1574082,3790,859,58,63
1574083,3791,262,17,21
1574095,3792,463,39,56
1574099,3793,169,11,7
1574100,3794,133,7,16
1574101,3795,110,2,8
1574106,3796,221,14,30
1574113,3797,202,24,38
1574117,3798,103,18,12
1574124,3799,243,18,25
1574141,3800,925,56,57
1574150,3801,272,36,44
1574154,3802,278,9,21
1574162,3803,138,7,4
1574163,3804,44,9,7
1574164,3805,136,8,15
1574167,3806,0,0,0
1574170,3807,12,2,2
1574173,3808,85,3,12
1590101,3809,363,15,24
1590102,3810,219,1,11
1590201,3811,191,8,6
1590202,3812,200,13,11
1590301,3813,247,3,14
1590302,3814,201,6,8
1590401,3815,366,17,14
1590402,3816,230,15,10
1610001,3817,588,33,20
1610002,3818,349,13,6
1610003,3819,46,1,1
1610004,3820,106,1,4
1610004,3821,11,0,0
1610005,3822,303,18,12
1610005,3823,142,10,9
1610006,3824,126,7,2
1610006,3825,7,0,0
1610006,3826,0,0,0
1610007,3827,121,4,3
1610007,3828,10,0,0
1610008,3829,164,11,3
1610009,3830,50,0,0
1610009,3831,46,3,2
1610009,3832,2,0,0
1610010,3833,99,2,2
1610011,3834,67,3,2
1610011,3835,53,2,2
1610011,3836,0,0,0
1610013,3837,197,4,3
1610015,3838,85,2,0
1630001,3839,53,0,6
1630002,3840,21,2,2
1630003,3841,19,0,0
1630004,3842,97,5,4
1630005,3843,152,10,3
1630006,3844,136,3,4
1630008,3845,50,2,3
1630009,3846,38,5,5
1630010,3847,66,5,5
1650002,3848,373,11,7
1650003,3849,687,29,12
1650004,3850,318,15,13
1650005,3851,85,4,1
1650006,3852,40,2,0
1650008,3853,338,13,19
1650009,3854,127,14,9
1670137,3855,410,24,27
1670142,3856,311,18,16
1670143,3857,105,14,8
1670144,3858,375,23,22
1670146,3859,346,20,36
1670148,3860,476,42,36
1670150,3861,351,25,29
1670151,3862,610,30,27
1670152,3863,343,17,18
1670159,3864,494,27,34
1670165,3865,296,11,14
1670166,3866,485,45,43
1670167,3867,437,22,35
1670168,3868,0,0,0
1670172,3869,93,5,3
1670173,3870,137,9,14
1670185,3871,444,21,26
1670191,3872,396,25,38
1670193,3873,342,22,23
1670196,3874,39,1,0
1670197,3875,108,10,6
1670202,3876,143,18,22
1670203,3877,337,16,14
1670204,3878,272,23,11
1670206,3879,328,41,43
1670211,3880,64,4,3
1670214,3881,186,27,39
1670215,3882,221,23,41
1670216,3883,136,10,29
1670218,3884,395,52,47
1670221,3885,550,39,26
1670223,3886,386,30,37
1670224,3887,397,36,35
1670225,3888,736,32,45
1670226,3889,418,26,17
1670227,3890,727,46,23
1670230,3891,163,7,5
1670245,3892,14,3,2
1670274,3893,215,9,20
1670275,3894,85,7,13
1670276,3895,378,41,45
1670277,3896,596,24,21
1670278,3897,926,33,33
1670333,3898,484,36,34
1670340,3899,11,2,0
1670341,3900,114,8,10
1670353,3901,542,23,46
1670354,3902,524,36,41
1670355,3903,365,24,32
1670356,3904,644,30,46
1670357,3905,749,49,44
1670363,3906,443,26,22
1670364,3907,452,32,37
1670370,3908,383,24,33
1670371,3909,315,20,22
1670384,3910,161,7,25
1670386,3911,307,23,22
1670387,3912,572,24,37
1670388,3913,465,25,33
1670389,3914,47,2,3
1670390,3915,524,28,37
1670392,3916,112,4,4
1670398,3917,21,3,4
1670399,3918,16,2,4
1670401,3919,208,8,12
1670412,3920,0,0,0
1670419,3921,330,16,15
1670420,3922,388,20,29
1670422,3923,277,18,14
1670428,3924,867,34,27
1670429,3925,243,8,14
1670431,3926,129,8,4
1670432,3927,231,14,11
1670434,3928,36,1,2
1670435,3929,157,9,10
1670436,3930,57,4,3
1670438,3931,290,13,22
1670439,3932,596,27,38
1670458,3933,288,12,10
1670460,3934,602,48,39
1670461,3935,588,39,29
1670462,3936,531,33,40
1670479,3937,317,9,13
1670480,3938,291,13,11
1670481,3939,36,1,1
1670482,3940,46,3,1
1670483,3941,413,29,16
1670492,3942,300,15,22
1670495,3943,392,22,28
1672301,3944,0,0,0
1672321,3945,0,0,0
1672323,3946,111,8,2
1674191,3947,0,0,0
1674322,3948,0,0,0
1674391,3949,5,1,0
1674801,3950,0,0,0
1690001,3951,188,12,5
1690002,3952,212,8,14
1690003,3953,164,2,10
1690004,3954,87,4,3
1690005,3955,33,3,0
1690006,3956,64,3,2
1710001,3957,737,54,64
1710002,3958,433,27,33
1710003,3959,281,9,12
1710004,3960,872,39,64
1710005,3961,654,22,21
1710006,3962,248,10,16
1710007,3963,1058,34,39
1710008,3964,168,7,7
1710009,3965,107,3,1
1710010,3966,372,10,23
1710012,3967,1118,55,53
1710013,3968,845,31,48
1710015,3969,354,10,22
1730001,3970,111,2,4
1730002,3971,68,5,1
1730003,3972,98,3,4
1730004,3973,61,3,3
1750011,3974,187,16,26
1750012,3975,190,5,1
1750021,3976,235,21,34
1750022,3977,55,2,5
1750031,3978,172,14,6
1750032,3979,252,15,7
1750041,3980,136,5,4
1750042,3981,180,10,6
1750043,3982,123,6,4
1770001,3983,695,58,40
1770002,3984,319,19,10
1770003,3985,359,28,22
1770005,3986,189,12,13
1770007,3987,161,5,3
1770008,3988,114,2,5
1770009,3989,178,12,1
1770010,3990,109,8,5
1770011,3991,91,4,0
1770012,3992,43,2,1
1770013,3993,76,5,2
1770014,3994,44,2,1
1770015,3995,127,3,2
177046,3996,169,10,4
1790001,3997,131,7,0
1790002,3998,558,30,10
1790003,3999,50,2,0
1790004,4000,187,9,4
1790005,4001,771,38,17
1790006,4002,676,30,21
1790007,4003,313,10,13
1810101,4004,192,18,27
1810102,4005,120,5,18
1810103,4006,241,20,19
1810104,4007,357,12,29
1810105,4008,471,31,29
1810106,4009,695,30,36
1810107,4010,600,21,19
1810108,4011,720,35,34
1810109,4012,1192,45,70
1810201,4013,619,44,63
1810202,4014,737,62,84
1810203,4015,113,12,13
1810204,4016,8,1,1
1810205,4017,1130,42,62
1810206,4018,358,27,40
1810207,4019,299,8,4
1810208,4020,311,16,21
1810209,4021,419,15,16
1810210,4022,617,23,20
1810301,4023,389,25,53
1810302,4024,485,43,52
1810303,4025,66,4,6
1810304,4026,737,38,65
1810305,4027,417,21,13
1810306,4028,1033,58,47
1810307,4029,589,23,30
1810308,4030,309,9,15
1810309,4031,159,12,12
1810310,4032,53,4,5
1810401,4033,151,7,16
1810402,4034,483,25,42
1810403,4035,967,46,56
1810404,4036,1176,40,53
1810405,4037,107,8,9
1810406,4038,887,36,37
1810407,4039,17,1,1
1810408,4040,227,16,10
1810409,4041,630,45,65
1810410,4042,502,30,53
1810411,4043,58,1,2
1810412,4044,336,26,38
1830001,4045,323,21,15
1830002,4046,704,36,27
1830003,4047,356,15,22
1830004,4048,810,41,29
1830005,4049,744,32,14
1830006,4050,522,21,11
1830007,4051,586,30,16
1830008,4052,792,25,25
1830009,4053,790,49,48
1830010,4054,462,12,15
1830011,4055,685,41,25
1830012,4056,951,30,14
1830013,4057,423,14,10
1830014,4058,858,33,29
1830015,4059,156,6,2
1830016,4060,841,33,34
1830017,4061,66,3,0
1830018,4062,463,17,11
1830019,4063,65,4,3
1830020,4064,92,6,6
1830021,4065,399,20,8
1850001,4066,802,51,15
1850002,4067,390,25,11
1850003,4068,308,28,18
1850004,4069,432,22,6
1850005,4070,394,34,10
1850006,4071,356,28,25
1850007,4072,374,22,11
1850008,4073,260,19,6
1850009,4074,153,7,1
1850010,4075,702,32,14
1850012,4076,331,14,17
1850014,4077,349,16,11
1850015,4078,293,19,7
1870102,4079,331,23,27
1870103,4080,168,9,8
1870104,4081,110,12,16
1870105,4082,730,42,26
1870106,4083,754,51,81
1870107,4084,351,11,16
1870109,4085,125,4,5
1870110,4086,37,5,7
1870112,4087,5,0,0
1870113,4088,186,17,9
1870114,4089,132,9,11
1870115,4090,145,6,7
1870116,4091,567,33,25
1870117,4092,302,13,24
1870119,4093,531,32,24
1870120,4094,346,18,16
1870123,4095,1,0,0
1870124,4096,0,0,0
1870125,4097,62,6,3
1870126,4098,6,0,0
1870127,4099,7,0,0
1870128,4100,580,33,26
1870129,4101,390,16,40
1870201,4102,60,2,6
1870202,4103,56,7,8
1870203,4104,37,1,3
1870204,4105,170,15,18
1870205,4106,306,17,10
1870206,4107,179,16,14
1870207,4108,74,5,14
1870208,4109,944,48,58
1870209,4110,36,6,4
1870210,4111,134,11,15
1870211,4112,20,0,5
1870212,4113,36,1,2
1870213,4114,416,10,17
1870214,4115,188,8,12
1870215,4116,219,9,13
1870216,4117,63,5,2
1870217,4118,17,2,2
1870218,4119,4,0,0
1870219,4120,15,0,3
1870220,4121,9,0,0
1870221,4122,7,1,1
1870222,4123,0,0,0
1870223,4124,28,3,4
1870224,4125,8,2,0
1870225,4126,2,0,0
1870226,4127,53,4,2
1870227,4128,152,8,16
1870228,4129,171,6,11
1870229,4130,18,2,1
1870230,4131,44,2,2
1870231,4132,47,5,4
1870232,4133,7,1,1
1870303,4134,229,13,21
1870304,4135,623,29,48
1870305,4136,588,20,32
1870306,4137,653,27,55
1870307,4138,607,35,42
1870308,4139,340,14,36
1870309,4140,502,29,39
1870310,4141,195,14,10
1870311,4142,344,25,18
1870401,4143,472,24,25
1870404,4144,438,25,33
1870405,4145,544,26,25
1870406,4146,445,32,12
1870407,4147,512,21,20
1870408,4148,249,13,13
1870409,4149,244,12,16
1870410,4150,56,5,3
1870412,4151,332,16,20
1870413,4152,218,7,5
1870414,4153,462,31,26
1870415,4154,543,33,35
1890101,4155,67,5,3
1890102,4156,19,0,1
1890103,4157,25,2,3
1890104,4158,60,6,11
1890105,4159,23,1,2
1890108,4160,7,0,1
1890110,4161,124,0,0
1890111,4162,117,2,5
1890112,4163,203,8,5
1890202,4164,17,0,5
1890203,4165,23,0,3
1890204,4166,51,3,10
1890205,4167,20,1,1
1890206,4168,4,0,0
1890213,4169,48,3,4
1890214,4170,113,3,4
1890215,4171,73,2,1
1890304,4172,178,8,8
1890305,4173,323,12,20
1890306,4174,9,1,1
1890307,4175,43,1,1
1890316,4176,292,10,26
1890317,4177,34,0,2
1890318,4178,285,15,15
1890406,4179,57,3,2
1890407,4180,301,14,13
1890408,4181,134,6,5
1890409,4182,106,2,11
1890419,4183,40,1,1
1890420,4184,117,3,1
1910101,4185,113,1,1
1910201,4186,21,0,0
1910202,4187,115,3,2
1910301,4188,20,0,0
1910302,4189,99,0,0
1910401,4190,80,1,2
1910402,4191,46,1,1
1930001,4192,376,24,7
1930004,4193,48,5,1
1930005,4194,55,5,0
1930007,4195,463,42,37
1930009,4196,64,4,2
1930012,4197,81,6,1
1930014,4198,64,6,2
1930015,4199,81,7,4
1930017,4200,64,8,3
1930022,4201,384,37,9
1930023,4202,381,40,25
1950001,4203,261,6,6
1950002,4204,14,0,0
1950003,4205,99,5,2
1950004,4206,225,2,7
1950005,4207,176,7,12
1950006,4208,272,5,10
1950007,4209,22,0,1
1950009,4210,51,4,4
1970001,4211,138,7,8
1970002,4212,83,5,2
1970003,4213,118,1,1
1970004,4214,120,5,2
1990001,4215,308,12,6
1990002,4216,1049,29,31
1990003,4217,184,5,2
1990004,4218,231,9,3
1990005,4219,180,3,3
1990006,4220,949,18,17
1990007,4221,217,9,5
1990008,4222,255,7,3
1990009,4223,587,16,23
1990010,4224,184,6,6
1990011,4225,341,13,4
1990012,4226,360,6,5
1990013,4227,783,23,21
1990014,4228,402,11,8
1990015,4229,522,11,7
1990016,4230,486,15,14
1990017,4231,376,9,9
1990018,4232,1199,30,31
1990019,4233,461,6,11
2010001,4234,135,15,12
2010002,4235,119,21,28
2010003,4236,181,33,34
2010004,4237,88,20,16
2010005,4238,99,23,14
2010006,4239,295,28,14
2010007,4240,3,2,0
2010008,4241,157,11,9
2010009,4242,72,5,11
2010010,4243,46,4,11
2010011,4244,29,5,2
2010012,4245,28,3,2
2010013,4246,351,24,12
2010014,4247,214,23,22
2010015,4248,301,48,35
2010016,4249,131,11,16
2010017,4250,82,6,6
2010018,4251,128,31,10
2010019,4252,16,5,6
2010020,4253,68,8,10
2010021,4254,17,5,8
2010022,4255,45,1,2
2010023,4256,5,0,1
2010024,4257,23,4,3
2010025,4258,8,2,0
2010026,4259,69,8,13
2010027,4260,81,16,12
2010028,4261,348,27,20
2010029,4262,65,5,6
2010030,4263,64,14,12
2010031,4264,9,2,2
2010032,4265,76,22,16
2010033,4266,138,26,27
2010034,4267,80,11,20
2010035,4268,11,3,1
2010036,4269,72,12,10
2010037,4270,114,24,13
2010038,4271,162,33,21
2010039,4272,109,21,20
2010040,4273,45,9,5
2010041,4274,102,8,10
2010042,4275,4,1,0
2010043,4276,145,10,11
2010044,4277,62,7,5
2010045,4278,43,2,3
2010045,4279,0,0,0
2010046,4280,58,3,9
2010047,4281,12,2,0
2010048,4282,17,5,3
2010049,4283,328,27,14
2010050,4284,311,21,16
2010051,4285,240,10,5
2010052,4286,116,23,20
2010053,4287,79,17,10
2010054,4288,111,24,18
2010055,4289,93,20,16
2010056,4290,177,15,15
2010057,4291,207,34,34
2010058,4292,133,14,19
2010059,4293,212,29,32
2010060,4294,86,16,24
2010061,4295,28,2,6
2010062,4296,60,4,12
2010063,4297,334,16,7
2010064,4298,44,0,4
2010065,4299,42,0,10
2010066,4300,18,2,1
2010067,4301,55,4,4
2010068,4302,10,3,1
2010069,4303,18,1,5
2010070,4304,442,68,49
2010071,4305,168,29,22
2010072,4306,74,7,11
2010073,4307,159,29,13
2010074,4308,797,42,27
2010075,4309,112,28,15
2010076,4310,169,4,7
2010077,4311,0,0,0
2010078,4312,65,8,7
2010079,4313,48,9,8
2010080,4314,85,2,4
2010081,4315,54,3,4
2010082,4316,393,25,12
2010083,4317,116,11,19
2010084,4318,180,8,5
2010085,4319,8,3,2
2010086,4320,194,34,19
2010087,4321,295,49,46
2010088,4322,249,15,9
2010089,4323,149,22,15
2010090,4324,307,17,31
2010091,4325,184,22,6
2010092,4326,339,28,21
2010093,4327,88,9,4
2010094,4328,6,1,2
2010095,4329,465,53,40
2010096,4330,45,5,5
2010097,4331,325,15,7
2010098,4332,541,30,15
2010099,4333,78,3,5
2010100,4334,60,6,0
2010101,4335,11,0,1
2010102,4336,41,3,1
2010103,4337,112,3,3
2010104,4338,4,0,1
2010105,4339,62,4,3
2010106,4340,7,0,0
2010107,4341,32,1,0
2010108,4342,232,6,8
2010109,4343,12,4,3
2010110,4344,346,19,19
2010111,4345,246,14,10
2010112,4346,266,31,12
2010113,4347,202,15,8
2010114,4348,591,32,13
2010115,4349,40,0,2
2010116,4350,614,79,49
2010117,4351,86,3,1
2010118,4352,193,32,26
2010119,4353,154,7,14
2010120,4354,206,19,19
2010121,4355,130,2,6
2010122,4356,8,0,2
2010123,4357,53,11,12
2010124,4358,442,35,17
2010125,4359,175,9,12
2010126,4360,807,36,17
2010127,4361,296,22,8
2010128,4362,268,34,35
2010129,4363,464,50,36
2010130,4364,464,48,32
2010131,4365,32,1,0
2010132,4366,8,1,2
2010133,4367,242,49,34
2010134,4368,89,7,13
2010135,4369,462,50,42
2010136,4370,11,2,3
2010137,4371,200,17,6
2010138,4372,17,1,0
2010139,4373,263,40,25
2010140,4374,45,8,10
2010141,4375,11,1,0
2010142,4376,21,1,2
2010143,4377,489,43,28
2010144,4378,2,0,0
2010145,4379,0,1,0
2010146,4380,141,29,21
2010147,4381,60,6,7
2010148,4382,152,26,42
2010149,4383,337,25,25
2010150,4384,12,2,0
2010151,4385,7,1,2
2010152,4386,57,6,5
2010153,4387,56,3,4
2010154,4388,67,3,11
2010155,4389,616,71,51
2010156,4390,1,0,0
2010157,4391,14,4,1
2010158,4392,8,3,1
2010159,4393,18,1,8
2010160,4394,2,1,0
2010161,4395,4,0,1
2010162,4396,30,2,1
2010163,4397,112,5,4
2010164,4398,9,2,1
2010165,4399,333,32,27
2010166,4400,56,12,11
2010167,4401,0,0,0
2010168,4402,3,2,1
2010169,4403,12,5,1
2010170,4404,97,4,2
2010171,4405,5,0,1
2010172,4406,18,1,0
2010173,4407,428,23,24
2010174,4408,500,54,43
2010175,4409,247,23,21
2010176,4410,122,30,12
2010177,4411,119,21,16
2010178,4412,242,33,24
2010179,4413,161,7,13
2010180,4414,10,4,0
2010181,4415,64,4,5
2010182,4416,13,4,0
2010183,4417,255,43,29
2010184,4418,34,4,2
2010185,4419,67,4,4
2010186,4420,6,0,2
2010187,4421,11,0,1
2010188,4422,42,1,5
2010189,4423,136,18,17
2010190,4424,59,2,1
2010191,4425,24,2,1
2010192,4426,12,4,2
2010193,4427,7,0,0
2010194,4428,80,20,20
2010195,4429,33,8,7
2010196,4430,14,0,0
2010197,4431,11,3,1
2010198,4432,5,0,2
2010199,4433,556,35,31
2010200,4434,343,37,51
2010201,4435,2,2,1
2010202,4436,5,3,0
2010203,4437,11,2,2
2010204,4438,341,54,43
2010205,4439,6,1,3
2010206,4440,130,33,9
2010207,4441,81,7,13
2010208,4442,62,4,2
2010209,4443,72,3,6
2010210,4444,34,10,7
2010211,4445,130,9,4
2010212,4446,20,1,1
2010213,4447,881,74,60
2010214,4448,195,36,15
2010215,4449,234,39,28
2010216,4450,15,1,2
2010217,4451,430,57,23
2010218,4452,107,18,12
2010219,4453,22,3,2
2010220,4454,137,8,3
2010221,4455,114,7,9
2010222,4456,189,42,37
2010223,4457,63,8,7
2010224,4458,171,22,18
2010225,4459,65,2,7
2010226,4460,54,3,4
2010227,4461,308,36,23
2010228,4462,5,2,1
2010229,4463,29,2,1
2010230,4464,3,0,0
2010231,4465,46,9,4
2010232,4466,185,25,11
2010233,4467,174,17,16
2010234,4468,890,77,45
2010235,4469,20,5,4
2010236,4470,7,0,2
2010237,4471,1,2,1
2010238,4472,8,2,2
2010239,4473,7,2,1
2010240,4474,7,2,1
2010241,4475,74,6,4
2010242,4476,59,3,2
2010243,4477,4,1,0
2010244,4478,190,16,6
2010245,4479,273,21,11
2010246,4480,432,30,16
